vref,alignment_score,co-occurrence_count,translation_score,alignment_count,avg_aligned,jac_sim,match_counts,encoding_dist,total_score
MAT 1:1,0.0876,215.9,0.4458,142.6,0.5854,0.2947,170.8,0.6347812981261776,0.33884525502577784
MAT 1:2,0.2391,4340.0,0.3333,304.5,0.4832,0.3796,1504.0,0.676712078006899,0.3373152808848015
MAT 1:3,0.1504,1891.0,0.4844,221.9,0.634,0.543,749.5,0.4252046771774627,0.4446204026675247
MAT 1:4,0.3503,2682.0,0.5,191.2,0.702,0.5273,939.0,0.3908605311760029,0.5064917212823044
MAT 1:5,0.1641,1879.0,0.441,134.9,0.618,0.519,657.5,0.3579318665448537,0.44253544666322353
MAT 1:6,0.1641,2258.0,0.431,169.5,0.4888,0.5293,804.0,0.430306642867594,0.4063616169589061
MAT 1:7,0.3503,2682.0,0.571,192.1,0.7295,0.668,939.5,0.3031413912836274,0.5641872654902712
MAT 1:8,0.3503,2680.0,0.585,191.0,0.7734,0.694,938.5,0.27035908905731704,0.584438287215176
MAT 1:9,0.3503,2680.0,0.585,191.0,0.7734,0.694,938.5,0.27035908905731704,0.584438287215176
MAT 1:10,0.3503,2680.0,0.575,191.1,0.726,0.5513,938.5,0.43024677829738295,0.5248105214569844
MAT 1:11,0.0636,3516.0,0.3008,345.2,0.459,0.52,1360.0,0.5466925471774325,0.33454828113835366
MAT 1:12,0.1909,2114.0,0.4417,153.0,0.5327,0.6206,750.0,0.386267555971762,0.44596259677118233
MAT 1:13,0.3503,2682.0,0.587,191.4,0.7734,0.6465,939.0,0.2896267128539267,0.5733474985063144
MAT 1:14,0.3503,2680.0,0.585,191.0,0.7734,0.694,938.5,0.27035908905731704,0.584438287215176
MAT 1:15,0.3503,2684.0,0.51,194.1,0.7627,0.597,941.0,0.3954490565125934,0.5314389491145138
MAT 1:16,0.1127,1960.0,0.2354,203.9,0.4663,0.2844,806.0,0.6866901404471074,0.2698226801630245
MAT 1:17,0.0348,2888.0,0.3743,253.1,0.562,0.4172,1022.0,0.642060814073267,0.3303174282175322
MAT 1:18,0.0753,1533.0,0.1632,258.5,0.4048,0.2173,636.5,0.7288050856553366,0.21472559873157152
MAT 1:19,0.05148,2226.0,0.163,378.0,0.4211,0.2302,933.0,0.7217923409782203,0.21988461629394931
MAT 1:20,0.0537,1178.0,0.2644,229.9,0.451,0.2411,486.8,0.6331502027848952,0.2598024987766194
MAT 1:21,0.1044,2844.0,0.2656,312.0,0.4478,0.2041,1146.0,0.731442693885523,0.24939427345784265
MAT 1:22,0.1387,1771.0,0.1256,205.8,0.2542,0.1843,755.0,0.7277033301794605,0.18314044438940733
MAT 1:23,0.0761,2336.0,0.2405,240.2,0.4165,0.2118,936.5,0.7946467777831866,0.2219692204716747
MAT 1:24,0.1638,1319.0,0.2812,203.6,0.3022,0.2164,756.0,0.7385928465482686,0.23272052824008368
MAT 1:25,0.0671,3684.0,0.159,472.0,0.3938,0.2095,1301.0,0.7922703334269513,0.20013374046210017
MAT 2:1,0.04333,1218.0,0.3467,137.6,0.599,0.2866,474.2,0.6200150802265327,0.31458058801821936
MAT 2:2,0.04715,2808.0,0.1859,327.0,0.3164,0.2324,1033.0,0.6988126462179978,0.20518080875804687
MAT 2:3,0.04868,3844.0,0.2338,536.0,0.388,0.3613,1408.0,0.6240609521608124,0.26515634607527655
MAT 2:5,0.03873,2412.0,0.3313,454.5,0.5312,0.362,987.0,0.533821266089585,0.3253053568396402
MAT 2:6,0.03238,2100.0,0.1891,278.2,0.3535,0.2345,756.5,0.6907950631475714,0.211668345478704
MAT 2:7,0.08936,2192.0,0.309,323.0,0.5024,0.3093,767.0,0.6476319577670849,0.2976474627167764
MAT 2:8,0.0834,1888.0,0.2727,316.8,0.511,0.221,705.0,0.7131621506172343,0.2647748126531751
MAT 2:9,0.03296,1828.0,0.1967,244.5,0.413,0.1664,715.0,0.7407142350186786,0.20533398081414678
MAT 2:10,0.06055,2460.0,0.3184,213.8,0.4797,0.2725,930.0,0.6688339325706678,0.27933179786322043
MAT 2:12,0.0462,2668.0,0.1882,362.8,0.3928,0.2424,956.0,0.7326022083072221,0.21691273669276714
MAT 2:13,0.03674,1734.0,0.262,306.8,0.503,0.2319,672.0,0.6459070261562092,0.2640657564694701
MAT 2:14,0.1848,2948.0,0.3765,347.8,0.613,0.3076,1042.0,0.5977391931213034,0.36027360522347657
MAT 2:15,0.03964,2170.0,0.2305,294.8,0.492,0.2656,846.0,0.6665269170350219,0.258768035868706
MAT 2:16,0.0238,1119.0,0.1901,220.1,0.426,0.2369,461.8,0.6801768158284895,0.2260807213395896
MAT 2:17,0.1433,2696.0,0.2294,285.8,0.4192,0.2482,1050.0,0.5420323692762441,0.2791981989059621
MAT 2:18,0.091,2494.0,0.1957,260.8,0.4197,0.3193,930.5,0.7121605172300246,0.2494036920415311
MAT 2:19,0.0848,1763.0,0.3218,127.25,0.5215,0.2864,667.0,0.6844042062347864,0.29086199805089097
MAT 2:20,0.1102,2564.0,0.275,281.0,0.4556,0.2404,1035.0,0.6484568465286421,0.27301645559648396
MAT 2:21,0.1477,3464.0,0.1781,463.2,0.3796,0.2595,1238.0,0.6649294948665091,0.24802650639120571
MAT 2:22,0.0516,1484.0,0.29,206.8,0.4734,0.2673,544.5,0.6153797639595275,0.27726901610974625
MAT 2:23,0.0534,2238.0,0.217,248.4,0.4304,0.2336,831.0,0.6504441648909867,0.242874101955332
MAT 3:1,0.1009,2084.0,0.2585,182.5,0.5093,0.299,849.0,0.5755476064500162,0.30116997744738155
MAT 3:2,0.11884,1917.0,0.2595,367.0,0.5728,0.2644,961.0,0.5563517942369687,0.3142817058264819
MAT 3:3,0.04956,1476.0,0.2659,262.8,0.504,0.2695,589.5,0.6198854497956265,0.2779944756780769
MAT 3:4,0.0562,2033.0,0.2717,314.8,0.5034,0.3235,784.0,0.7480655738575325,0.2692691779385245
MAT 3:5,0.0705,3960.0,0.3384,502.8,0.4695,0.4263,1380.0,0.5295405662965182,0.3333562954260954
MAT 3:6,0.137,3344.0,0.3037,452.0,0.5176,0.3196,1261.0,0.6636786721862368,0.30858686574149236
MAT 3:7,0.0591,2412.0,0.2593,401.2,0.489,0.27,899.0,0.6939979147336276,0.26449775153701277
MAT 3:8,0.1298,3108.0,0.173,209.5,0.505,0.1774,1096.0,0.7947647588869254,0.22966155121948761
MAT 3:9,0.0684,1795.0,0.184,299.2,0.3953,0.1986,694.0,0.7179263029398241,0.21544898427722856
MAT 3:10,0.0532,1934.0,0.1273,189.6,0.3955,0.2062,717.5,0.7654977250725906,0.1946645440371025
MAT 3:11,0.0304,1619.0,0.2089,386.8,0.512,0.2021,642.0,0.6688880209084784,0.24429289805991483
MAT 3:12,0.051,2674.0,0.3494,324.0,0.4143,0.3857,947.5,0.6095124251587267,0.303436397956393
MAT 3:13,0.147,2214.0,0.3132,359.0,0.482,0.3252,807.0,0.5986298952500116,0.3155718417138728
MAT 3:14,0.0749,3488.0,0.267,612.5,0.3447,0.26,1277.0,0.7242501533557325,0.23372191321505745
MAT 3:15,0.1068,2104.0,0.1503,415.0,0.4143,0.1997,890.0,0.7301903626279408,0.2181534411777301
MAT 3:16,0.10394,1636.0,0.2996,298.8,0.4626,0.2363,697.0,0.6573561017160958,0.2755999918143064
MAT 3:17,0.1365,2041.0,0.2773,402.8,0.511,0.2957,943.5,0.6185513929803649,0.3046901320635423
MAT 4:1,0.0734,1994.0,0.279,213.2,0.627,0.2434,763.0,0.6188559464356536,0.3059125252812444
MAT 4:2,0.2275,307.2,0.4204,171.6,0.765,0.2181,253.8,0.6744456192786309,0.3781687909484198
MAT 4:3,0.0994,3050.0,0.2059,552.5,0.4565,0.2964,1201.0,0.6424397269365659,0.2696935876171812
MAT 4:4,0.05292,1323.0,0.1829,206.0,0.4375,0.1552,572.0,0.7063470169975022,0.21392173800189107
MAT 4:5,0.0909,2080.0,0.212,316.8,0.3818,0.2334,725.5,0.5726831235451615,0.2512801457394947
MAT 4:6,0.05338,1288.0,0.3025,314.2,0.5703,0.1873,559.5,0.6839573779975586,0.2746643242197273
MAT 4:7,0.05563,2676.0,0.2251,508.2,0.4724,0.2461,1026.0,0.6673436722645701,0.2550611705421055
MAT 4:8,0.05493,1922.0,0.1981,358.8,0.4456,0.1954,770.0,0.6621060294567215,0.23496794461115691
MAT 4:9,0.126,2544.0,0.323,632.0,0.4548,0.2434,970.5,0.6714835485610536,0.2835624555398741
MAT 4:10,0.05405,2068.0,0.2408,478.5,0.4993,0.2251,898.5,0.630739513827714,0.2637699906932651
MAT 4:11,0.1658,3852.0,0.2156,376.0,0.422,0.2722,1480.0,0.6357109564178939,0.2729967727536703
MAT 4:12,0.1664,1868.0,0.297,191.9,0.4006,0.2979,831.5,0.5792654866411613,0.2981211057447417
MAT 4:13,0.1047,2108.0,0.2406,202.2,0.4673,0.3557,803.5,0.6214541192226546,0.29383250243720865
MAT 4:14,0.1575,2688.0,0.2461,284.8,0.4014,0.3342,1050.0,0.5776060399572072,0.29065792494997256
MAT 4:15,0.03235,1894.0,0.4807,226.9,0.679,0.484,765.5,0.4091650466237743,0.4242930163831909
MAT 4:16,0.0908,2716.0,0.1993,286.2,0.3708,0.2054,1102.0,0.7008626765028512,0.22317713127776834
MAT 4:17,0.05774,2712.0,0.217,309.8,0.5557,0.2194,998.0,0.6429744917071785,0.269061568102239
MAT 4:18,0.05252,2308.0,0.284,314.8,0.4998,0.403,922.0,0.5840479130776286,0.31066672990054156
MAT 4:19,0.1088,3282.0,0.2734,815.0,0.508,0.3284,1184.0,0.611143127655569,0.306796038915414
MAT 4:20,0.2131,4292.0,0.2297,333.2,0.387,0.3586,1734.0,0.6008416822448772,0.3016510613603388
MAT 4:21,0.06058,1581.0,0.29,302.5,0.552,0.3008,641.0,0.6063062063598078,0.3034145269845771
MAT 4:22,0.233,4716.0,0.2578,441.0,0.4521,0.3748,1821.0,0.5794430167681899,0.3312972111288114
MAT 4:23,0.05994,2062.0,0.2465,315.8,0.5786,0.2032,786.0,0.6138056393441261,0.28053413904691843
MAT 4:24,0.0335,1360.0,0.2173,221.5,0.473,0.2437,510.8,0.6669362300172526,0.24766294376270598
MAT 4:25,0.0703,2072.0,0.4324,330.5,0.6787,0.4639,777.0,0.38038469755006593,0.42190813963642654
MAT 5:1,0.0789,3436.0,0.2566,478.2,0.4712,0.271,1210.0,0.5930746409354285,0.2799684776055507
MAT 5:2,0.343,4076.0,0.2253,709.0,0.3108,0.313,1628.0,0.5462667665176946,0.3112383977894311
MAT 5:3,0.1016,2992.0,0.09485,457.8,0.356,0.2008,1121.0,0.8033214668636427,0.18297870779683037
MAT 5:4,0.2231,3172.0,0.1044,438.2,0.4878,0.2407,1288.0,0.7770355347795532,0.24667054752119846
MAT 5:5,0.1296,3772.0,0.1973,589.0,0.5776,0.2625,1378.0,0.7286635232175611,0.2779137000867327
MAT 5:6,0.07275,4556.0,0.251,468.8,0.4636,0.3127,1582.0,0.6962859861060313,0.2707533188438708
MAT 5:7,0.1744,3172.0,0.1877,666.0,0.601,0.2333,1319.0,0.8512546432565701,0.257893872453243
MAT 5:8,0.1796,3474.0,0.1753,460.5,0.4756,0.2556,1310.0,0.7129958203893747,0.2641711729223348
MAT 5:9,0.1584,3448.0,0.2338,452.2,0.5474,0.3608,1289.0,0.6122670407696206,0.3210528057886595
MAT 5:10,0.08795,2692.0,0.1043,413.5,0.4402,0.19,1009.5,0.7591945907086178,0.20526140001736487
MAT 5:11,0.0832,1845.0,0.11224,396.8,0.408,0.1652,661.0,0.7220760218687551,0.20051818216509168
MAT 5:12,0.05072,3032.0,0.1719,357.2,0.4717,0.2152,1050.0,0.674147686360174,0.23571588222283463
MAT 5:13,0.0368,1516.0,0.162,217.5,0.4114,0.1997,566.0,0.7280714393971336,0.20815791536128325
MAT 5:14,0.1172,1468.0,0.3438,315.0,0.589,0.2028,625.0,0.623008166774999,0.3098927880965345
MAT 5:15,0.1752,1742.0,0.2178,182.0,0.4763,0.2135,800.0,0.7984882448658573,0.24648354028506683
MAT 5:16,0.0827,2490.0,0.1727,328.0,0.4275,0.2163,878.0,0.6571729193930937,0.23589282035558462
MAT 5:17,0.06635,1640.0,0.3804,165.9,0.681,0.1747,621.5,0.7062731822233087,0.3050240466673883
MAT 5:18,0.06696,1561.0,0.2045,276.8,0.4502,0.266,661.5,0.6546222775973818,0.2511025344102589
MAT 5:19,0.0367,1067.0,0.1436,151.8,0.517,0.09753,445.2,0.8142529272217777,0.19073678796708243
MAT 5:20,0.07135,2342.0,0.2386,306.8,0.4734,0.2446,858.0,0.6679983552587693,0.25887000240810737
MAT 5:21,0.0692,2166.0,0.1537,141.8,0.4082,0.1602,790.5,0.8139590384560358,0.1892885748902267
MAT 5:22,0.03004,1475.0,0.1257,168.8,0.3674,0.1915,558.5,0.7507003485278456,0.1831402558448099
MAT 5:23,0.1542,1685.0,0.1649,206.8,0.4326,0.1445,595.5,0.863422942910296,0.19828226139757268
MAT 5:24,0.0909,1801.0,0.2222,289.5,0.472,0.2188,718.5,0.6228818538787663,0.2609883119656044
MAT 5:25,0.0802,2362.0,0.1237,269.0,0.356,0.2123,866.5,0.7218394131915313,0.1988741974986534
MAT 5:26,0.1321,1914.0,0.2764,227.2,0.5713,0.1561,644.0,0.7642801626971287,0.263159943062167
MAT 5:27,0.1886,148.4,0.2905,70.8,0.6113,0.1371,128.8,0.7573519612746078,0.28797466824841184
MAT 5:28,0.1205,2278.0,0.1709,162.0,0.297,0.2003,966.0,0.8207873993306469,0.18672876338908265
MAT 5:29,0.0923,1887.0,0.2263,246.8,0.547,0.2045,720.5,0.6992831769841397,0.2630722045271072
MAT 5:30,0.0693,1913.0,0.1753,251.0,0.4214,0.223,739.0,0.6745002228614568,0.23112804112419916
MAT 5:31,0.0717,2620.0,0.1697,261.0,0.4875,0.172,910.5,0.7557827207040695,0.21859065622692447
MAT 5:32,0.04825,1994.0,0.2238,390.8,0.377,0.2676,861.0,0.6578554675826565,0.23868677489484483
MAT 5:33,0.06226,1914.0,0.1265,267.5,0.497,0.1646,733.0,0.844484505166758,0.19205651926317335
MAT 5:34,0.11475,2056.0,0.2915,499.2,0.4482,0.2703,901.0,0.6676575381331377,0.2783220925452566
MAT 5:35,0.1498,2084.0,0.1844,367.0,0.4507,0.2224,827.5,0.6761762932828838,0.2536545295505533
MAT 5:36,0.0815,2108.0,0.3457,239.2,0.5596,0.2563,736.5,0.7125830542907792,0.2956485001239387
MAT 5:37,0.02478,2794.0,0.12305,306.2,0.3276,0.1816,1000.5,0.68129563221666,0.18380857794003366
MAT 5:38,0.0921,2160.0,0.366,238.8,0.563,0.2598,742.5,0.7236237078075222,0.3002242696516698
MAT 5:39,0.0626,2798.0,0.2024,390.5,0.3127,0.2198,1080.0,0.6586939999283578,0.2160192565626779
MAT 5:40,0.08844,1797.0,0.2294,451.0,0.4658,0.1931,1033.0,0.7089292701121759,0.24219006408098093
MAT 5:41,0.1196,2438.0,0.1945,411.5,0.4495,0.314,958.0,0.6325401760177695,0.2738019166330855
MAT 5:42,0.1437,3292.0,0.266,444.5,0.3079,0.263,1192.0,0.7489983698587455,0.2327656079138743
MAT 5:43,0.0726,3808.0,0.289,456.0,0.5464,0.2827,1309.0,0.6519929027902215,0.29505183714890626
MAT 5:44,0.08997,3088.0,0.1742,421.2,0.266,0.2451,1198.0,0.6556241471452573,0.211824871309983
MAT 5:45,0.04776,2414.0,0.2085,391.2,0.4768,0.2153,847.5,0.7304793077356151,0.23316927788598715
MAT 5:46,0.06506,2218.0,0.1754,330.5,0.464,0.2053,921.5,0.6768575578050101,0.23459724893961675
MAT 5:47,0.0815,2242.0,0.182,328.5,0.4314,0.1888,925.5,0.7247745581421275,0.22053517830598268
MAT 5:48,0.09106,3268.0,0.186,430.0,0.478,0.2642,1256.0,0.7301632720366457,0.24462372672927574
MAT 6:1,0.05634,1857.0,0.2036,249.9,0.416,0.1715,665.0,0.7653242847535769,0.2062737145426341
MAT 6:2,0.03134,1976.0,0.1812,294.0,0.549,0.1747,708.0,0.6822664307002452,0.23944132975512245
MAT 6:3,0.11273,2446.0,0.2377,314.0,0.4531,0.1855,866.5,0.8064634778752342,0.22737513539956847
MAT 6:4,0.1451,2572.0,0.1422,309.5,0.3352,0.2224,1017.5,0.677530386193692,0.22086021347765045
MAT 6:5,0.04642,1399.0,0.2106,288.2,0.4907,0.1503,523.5,0.7064306176905241,0.22804618452696132
MAT 6:6,0.0925,2876.0,0.2195,313.2,0.4082,0.2113,994.0,0.7124440536711308,0.23408616847838587
MAT 6:7,0.0815,2424.0,0.2395,350.2,0.677,0.1785,904.5,0.8485532755943257,0.25793343579054817
MAT 6:8,0.09973,2336.0,0.2235,438.2,0.4424,0.1985,842.0,0.7302113959502307,0.2368380319680179
MAT 6:9,0.10284,2640.0,0.2517,350.0,0.539,0.256,949.5,0.6761781616826593,0.2815749025619096
MAT 6:10,0.09143,2962.0,0.224,263.0,0.472,0.2079,1038.0,0.7025926173277933,0.24740402178522894
MAT 6:11,0.4758,69.5,0.2822,18.0,0.6,0.0783,6.5,0.7800914517999177,0.3205022179558084
MAT 6:12,0.1357,3746.0,0.2605,404.5,0.5576,0.276,1419.0,0.8284838618244937,0.2692107002824325
MAT 6:13,0.05734,3630.0,0.11194,275.2,0.2452,0.1858,1258.0,0.8566409769761368,0.14096280960773436
MAT 6:14,0.05402,3008.0,0.2156,617.0,0.4695,0.2622,1159.0,0.688762548309377,0.24870121560024588
MAT 6:15,0.2666,2828.0,0.1512,162.5,0.4377,0.1674,1073.0,0.8408926890392294,0.22742419107930498
MAT 6:16,0.0469,1523.0,0.2595,300.0,0.4895,0.1625,552.0,0.7116825494640813,0.23877841681323356
MAT 6:17,0.07806,3542.0,0.261,467.8,0.3918,0.2585,1322.0,0.6664100269405623,0.2517882755885777
MAT 6:19,0.0965,807.5,0.2507,193.1,0.4248,0.1686,405.2,0.6988680821471789,0.23771427363175004
MAT 6:20,0.099,1611.0,0.2515,225.5,0.4668,0.2273,558.0,0.673229370227607,0.26223818967858253
MAT 6:21,0.07294,4412.0,0.2158,613.0,0.452,0.283,1570.0,0.5857236113670865,0.2724286074926215
MAT 6:22,0.1233,2248.0,0.3403,341.0,0.623,0.2317,827.0,0.7066038730502048,0.31000708319432313
MAT 6:23,0.09454,897.5,0.25,208.8,0.467,0.1748,473.2,0.7215141052962255,0.243124413709144
MAT 6:24,0.06757,1295.0,0.232,202.5,0.5176,0.1599,552.0,0.7754560488970295,0.23258350649885973
MAT 6:25,0.0571,2045.0,0.2386,291.8,0.494,0.1989,784.5,0.692710653922777,0.24733771792592685
MAT 6:26,0.0376,2390.0,0.2202,305.5,0.4932,0.262,915.0,0.7024797850167387,0.24867035183500405
MAT 6:27,0.05606,2834.0,0.2402,320.5,0.46,0.2559,1103.0,0.8045701813012734,0.2295364673457215
MAT 6:28,0.02632,2270.0,0.177,215.6,0.4507,0.3083,801.5,0.6736809345801127,0.24229302403807818
MAT 6:29,0.2086,2266.0,0.2438,385.5,0.3462,0.2206,860.5,0.7750177329420768,0.23635026989884816
MAT 6:30,0.02548,1581.0,0.2703,207.2,0.4902,0.2144,584.5,0.7372687412412167,0.24098031231122197
MAT 6:31,0.1203,220.5,0.4443,139.5,0.7295,0.1423,191.0,0.7677139389181008,0.32314700996588697
MAT 6:32,0.1237,2104.0,0.2288,251.1,0.4563,0.1747,742.0,0.7420373635451086,0.23634928726554053
MAT 6:33,0.0463,3814.0,0.1394,597.5,0.3772,0.2362,1333.0,0.7268967180407199,0.20414364702293397
MAT 6:34,0.1594,2122.0,0.3528,229.1,0.6357,0.2245,935.5,0.8603171717773636,0.2934454145416792
MAT 7:1,0.186,92.7,0.571,78.3,0.8296,0.1051,74.0,0.7249808985440923,0.38683308552744683
MAT 7:2,0.2357,2264.0,0.1283,396.8,0.476,0.1726,806.0,0.8031438602943886,0.23377546682834463
MAT 7:3,0.1283,2448.0,0.10394,253.1,0.3745,0.174,823.0,0.789178203940563,0.18996011266059595
MAT 7:4,0.1285,2388.0,0.11694,288.8,0.2803,0.1454,863.5,0.7569939593754099,0.17343634978192182
MAT 7:5,0.06903,2972.0,0.2761,341.2,0.4727,0.2474,1016.0,0.692041863621139,0.26124234311069555
MAT 7:6,0.0442,2708.0,0.1937,305.8,0.511,0.2703,901.0,0.6992673082785759,0.2527082569563654
MAT 7:7,0.1197,2468.0,0.4312,409.5,0.54,0.1853,805.0,0.6467494585185599,0.3136783236016349
MAT 7:8,0.0809,3448.0,0.409,356.2,0.5815,0.233,1228.0,0.6864922440155257,0.3137178680741423
MAT 7:9,0.10693,1967.0,0.1859,270.2,0.3757,0.2135,722.5,0.6949502394710728,0.2261138751049321
MAT 7:10,0.1838,2342.0,0.2988,213.0,0.5557,0.2261,909.0,0.8220316834425551,0.28086089044749035
MAT 7:11,0.0444,2170.0,0.1969,383.0,0.4854,0.2324,783.5,0.6745293268299457,0.2454291981195707
MAT 7:12,0.04572,2364.0,0.1469,264.0,0.382,0.1896,852.5,0.753254308227691,0.1933264733842216
MAT 7:13,0.0394,2518.0,0.1921,293.5,0.345,0.206,1014.0,0.7810173937304179,0.1920595930903238
MAT 7:15,0.08484,2124.0,0.1935,263.5,0.4746,0.2512,778.0,0.769525553555935,0.23599359513542173
MAT 7:16,0.0435,2160.0,0.2384,203.5,0.335,0.2715,749.5,0.7561473141192475,0.21821855328875714
MAT 7:17,0.0795,2680.0,0.1416,147.8,0.3123,0.1932,951.5,0.7430556856986265,0.1875650619334122
MAT 7:18,0.1843,29.8,0.2428,15.0,0.5386,0.08484,17.2,0.7010471997838656,0.2609608471890926
MAT 7:19,0.185,1499.0,0.1964,163.0,0.3267,0.1478,541.5,0.817361773242525,0.20321275808242897
MAT 7:20,0.174,3940.0,0.093,350.8,0.305,0.2289,1660.0,0.7286341974869046,0.2044971676045301
MAT 7:21,0.044,1727.0,0.1484,252.8,0.408,0.1814,676.5,0.7565188657528352,0.1979736949872148
MAT 7:22,0.0522,1377.0,0.2656,196.9,0.491,0.148,506.8,0.6805610626409171,0.2448286161303212
MAT 7:23,0.1125,2450.0,0.1125,375.8,0.45,0.1942,941.5,0.8226753417685732,0.2013144973139623
MAT 7:24,0.09106,1187.0,0.1926,271.0,0.4219,0.1316,559.0,0.7696972856333228,0.20519703018356714
MAT 7:25,0.11694,2180.0,0.2198,180.2,0.4272,0.1842,756.0,0.7884714053130009,0.2237368521699592
MAT 7:26,0.1103,1854.0,0.1893,290.5,0.4949,0.1792,716.0,0.7782771265083124,0.2291636885256873
MAT 7:27,0.0681,1518.0,0.2576,205.1,0.519,0.2002,737.0,0.7269168989151035,0.25362251143323644
MAT 7:28,0.1329,2224.0,0.1643,364.5,0.4873,0.1669,821.0,0.6918572894852782,0.24159830079035569
MAT 7:29,0.0984,4066.0,0.232,608.5,0.4812,0.3154,1488.0,0.6353174514774187,0.28411258426372016
MAT 8:1,0.07416,3670.0,0.2961,458.8,0.5127,0.3186,1324.0,0.5450920728049435,0.3116393849715517
MAT 8:2,0.08563,2152.0,0.2869,498.5,0.538,0.2776,778.0,0.6827676462010557,0.28766428353558826
MAT 8:3,0.071,2270.0,0.3057,274.0,0.6,0.2155,1003.5,0.624774534756831,0.2995750729945649
MAT 8:4,0.07556,1371.0,0.3318,326.8,0.5483,0.1848,556.0,0.6862421075699161,0.27971390292170284
MAT 8:5,0.0487,1015.0,0.2048,341.0,0.4656,0.2124,419.5,0.6921088528057351,0.23739028447243762
MAT 8:6,0.0551,3304.0,0.18,414.8,0.3545,0.2424,1180.0,0.7216080384515747,0.20974325925801876
MAT 8:7,0.278,1898.0,0.3228,625.5,0.5674,0.2983,1110.0,0.6305260337665604,0.353727585776208
MAT 8:8,0.09204,2232.0,0.1909,246.8,0.3848,0.1877,793.5,0.7683498212960602,0.20841194255338416
MAT 8:9,0.0348,1335.0,0.155,282.8,0.528,0.1434,587.0,0.7382725247573851,0.21588993611710686
MAT 8:10,0.05356,2532.0,0.205,285.0,0.4187,0.2026,936.5,0.639161900780352,0.23475625696627012
MAT 8:11,0.06555,1526.0,0.1722,154.2,0.3357,0.2057,615.0,0.7736974412859462,0.1925135816812566
MAT 8:12,0.0454,2532.0,0.2186,259.8,0.4202,0.3066,900.5,0.5601655087033068,0.2690168956759646
MAT 8:13,0.05594,1913.0,0.2002,214.5,0.4724,0.1692,722.0,0.7322575965073931,0.22328204814814032
MAT 8:14,0.189,2516.0,0.2837,418.0,0.5117,0.3394,1023.0,0.6039166399716844,0.3287054731798283
MAT 8:15,0.0943,2910.0,0.3357,429.8,0.63,0.2659,1026.0,0.627418234814073,0.3251988458786071
MAT 8:16,0.05975,1799.0,0.2379,333.5,0.5386,0.1843,721.5,0.7362008736154763,0.24818997528079306
MAT 8:17,0.0942,2862.0,0.2551,421.8,0.364,0.2764,1039.0,0.6322542046827018,0.25593864148576323
MAT 8:18,0.0979,1934.0,0.242,447.8,0.478,0.1816,838.5,0.7459583649158712,0.24267588934167897
MAT 8:19,0.054,2128.0,0.2395,485.0,0.508,0.2695,808.5,0.5498493460035107,0.28583520731400236
MAT 8:20,0.03705,1716.0,0.2216,348.0,0.4084,0.3303,743.5,0.5915492264670561,0.26372698647136167
MAT 8:21,0.09296,3312.0,0.237,572.0,0.4563,0.2703,1221.0,0.6316226957471178,0.27135369017892247
MAT 8:22,0.0908,3894.0,0.2905,657.0,0.4739,0.301,1409.0,0.7061488930910182,0.27611679561314983
MAT 8:23,0.1602,3072.0,0.268,318.8,0.4487,0.31,1367.0,0.5638640651480585,0.3070489130514584
MAT 8:24,0.0252,2566.0,0.2267,341.0,0.439,0.198,881.0,0.7078585679902737,0.22609047094257506
MAT 8:26,0.064,1825.0,0.2344,351.2,0.6035,0.2094,729.0,0.6958411844582894,0.27187400360661634
MAT 8:27,0.1138,2176.0,0.1659,412.0,0.4888,0.2278,910.5,0.7060083675013475,0.24649797810678514
MAT 8:28,0.03134,1668.0,0.1835,179.2,0.439,0.2112,656.5,0.7234207400768651,0.21753411130648748
MAT 8:29,0.0913,2688.0,0.2196,384.8,0.3743,0.2515,1044.0,0.6373581254954687,0.24560615335858862
MAT 8:30,0.04492,1082.0,0.1993,143.0,0.5386,0.2805,669.5,0.8002630092204875,0.24675892298888874
MAT 8:32,0.0519,2492.0,0.2585,342.2,0.4712,0.3547,917.0,0.567375953749325,0.2949857588122884
MAT 8:33,0.0597,1331.0,0.305,239.4,0.559,0.2186,671.0,0.6901735534605686,0.27874364921802974
MAT 8:34,0.12244,2666.0,0.2067,324.8,0.4258,0.2128,1078.0,0.699055000024278,0.2428470123377483
MAT 9:1,0.07605,3782.0,0.2402,346.0,0.482,0.2605,1303.0,0.5757019915846974,0.28013881575760613
MAT 9:2,0.04416,2630.0,0.2659,454.8,0.5527,0.2432,992.5,0.6140040989437645,0.28394815678822943
MAT 9:3,0.07556,4236.0,0.3413,433.5,0.4907,0.3225,1516.0,0.6439671760243979,0.30222822455659737
MAT 9:4,0.10535,3836.0,0.2118,616.0,0.4534,0.2734,1384.0,0.6820463156045645,0.2591547117820599
MAT 9:5,0.0697,2058.0,0.1782,256.2,0.3708,0.2246,917.0,0.606800178101458,0.23237885376771197
MAT 9:6,0.06836,1896.0,0.166,255.4,0.502,0.1736,707.5,0.7446770857897701,0.224173664229565
MAT 9:7,0.2039,5556.0,0.1217,518.5,0.3025,0.314,2176.0,0.6677211328958309,0.24288523931705205
MAT 9:8,0.0822,2028.0,0.2286,338.2,0.5366,0.2213,933.0,0.6664577127052481,0.2694552513960678
MAT 9:9,0.0533,1913.0,0.2474,315.0,0.5483,0.2222,786.0,0.6659864157605471,0.2682550888730383
MAT 9:10,0.072,3240.0,0.2158,424.0,0.3967,0.2532,1146.0,0.6972487910572133,0.23672569148679468
