source,target,co-occurrence_count,translation_score
there,tierra,1,0.0
there,un,1,0.0
there,y,1,0.0
there,«,2,0.0
there,»,2,0.0
under,.,1,0.0
under,aguas,2,0.0
under,cielos,1,0.0
under,de,3,0.0
under,dios,1,0.0
under,ese,1,0.685
under,eso,1,0.0
under,espacio,1,0.013
under,formó,1,0.0
under,fue,1,0.0
under,la,1,0.0
under,las,2,0.0
under,lo,1,0.0
under,los,1,0.0
under,para,1,0.0
under,que,1,0.0
under,separar,1,0.0
under,sucedió,1,0.0
under,tierra,1,0.0
under,y,1,0.0
upon,",",1,0.0
upon,.,1,0.0
upon,;,1,0.0
upon,aguas,2,0.0
upon,aire,1,0.0
upon,cubría,1,0.0
upon,de,2,0.0
upon,dios,1,0.0
upon,el,2,0.1758
upon,en,1,0.0
upon,espíritu,1,0.0
upon,estaba,1,0.0
upon,forma,1,0.0
upon,la,3,0.0
upon,las,2,0.0
upon,movía,1,0.0
upon,no,1,0.0
upon,oscuridad,1,0.0
upon,profundas,1,0.0
upon,se,1,0.0
upon,sobre,1,0.0
upon,superficie,1,0.0
upon,tenía,1,0.0
upon,tierra,1,0.0
upon,vacía,1,0.0
upon,y,3,0.0
void,",",1,0.0
void,.,1,0.0
void,;,1,0.0
void,aguas,2,0.0
void,aire,1,0.0
void,cubría,1,0.0
void,de,2,0.0
void,dios,1,0.0
void,el,2,0.0
void,en,1,0.0
void,espíritu,1,0.0
void,estaba,1,0.0
void,forma,1,0.0
void,la,3,0.0
void,las,2,0.0
void,movía,1,0.0
void,no,1,0.0
void,oscuridad,1,0.0
void,profundas,1,0.0
void,se,1,0.0
void,sobre,1,0.0
void,superficie,1,0.0
void,tenía,1,0.0
void,tierra,1,0.0
void,vacía,1,0.0
void,y,3,0.03973
was,",",1,0.0
was,.,5,0.0
was,:,1,0.0
was,;,2,0.0
was,aguas,4,0.0
was,aire,1,0.0
was,buena,1,0.0
was,cielos,1,0.0
was,cubría,1,0.0
was,de,6,0.002771
was,dijo,1,0.0
was,dios,4,0.0
was,el,2,0.0
was,en,1,0.0
was,entonces,1,0.0
was,era,1,0.0
was,ese,1,0.0
was,eso,1,0.0
was,espacio,1,0.0
was,espíritu,1,0.0
was,estaba,1,0.0
was,forma,1,0.0
was,formó,1,0.0
was,fue,1,0.0
was,haya,1,0.0
was,hubo,1,0.832
was,la,7,0.004555
was,las,4,0.0
was,lo,1,0.0
was,los,1,0.0
was,luego,1,0.0
was,luz,4,0.01301
was,movía,1,0.0
was,no,1,0.0
was,oscuridad,2,0.0
was,para,1,0.0
was,profundas,1,0.0
was,que,3,0.0
was,se,1,0.0
was,separar,1,0.0
was,separó,1,0.0
was,sobre,1,0.0
was,sucedió,1,0.0
was,superficie,1,0.0
was,tenía,1,9.24e-06
was,tierra,2,0.0
was,vacía,1,0.0
was,vio,1,0.0
was,y,6,0.06033
was,«,1,0.0
was,»,1,0.0
waters,",",2,0.0
waters,.,2,0.0
waters,:,1,0.0
waters,;,2,3.4e-06
waters,aguas,7,0.3997
waters,aire,1,0.0
waters,cielos,2,0.0
waters,cubría,1,0.0
waters,de,8,0.148
waters,dijo,1,0.0
waters,dios,3,0.0
waters,el,2,0.0
waters,en,1,0.0
waters,entonces,1,0.0
waters,entre,1,0.0
waters,ese,1,0.0
waters,eso,1,0.0
waters,espacio,2,0.0
waters,espíritu,1,0.0
waters,estaba,1,0.0
waters,forma,1,0.0
waters,formó,1,0.0
waters,fue,1,0.0
waters,haya,1,0.0
waters,la,5,0.0
waters,las,7,0.2937
waters,lo,1,0.0
waters,los,2,0.0
waters,movía,1,0.0
waters,no,1,0.0
waters,oscuridad,1,0.0
waters,para,2,0.0
waters,profundas,1,0.0
waters,que,2,0.0
waters,se,1,0.0
waters,separar,2,0.0002382
waters,sobre,1,0.0
waters,sucedió,1,0.0
waters,superficie,1,0.0
waters,tenía,1,0.0
waters,tierra,3,0.0
waters,un,1,0.0
waters,vacía,1,0.0
waters,y,4,0.0
waters,«,1,0.0
waters,»,1,0.0
were,",",1,0.0
were,.,3,0.0
were,a,2,0.0
were,aguas,2,0.0
were,así,1,0.0
were,cielos,1,0.0
were,cumplió,1,0.0
were,de,3,0.01369
were,dios,2,0.0
were,día,2,0.0
were,el,1,0.0
were,ese,1,0.0
were,eso,1,0.0
were,espacio,1,0.0
were,formó,1,0.0
were,fue,1,0.0
were,la,5,2e-07
were,las,2,0.0
were,llamó,1,0.0
were,llegó,1,0.0
were,lo,1,0.0
were,los,1,0.0
were,luz,1,0.0
were,mañana,1,0.0
were,noche,1,0.0
were,oscuridad,1,0.0
were,para,1,0.0
were,pasó,1,0.0
were,primer,1,0.0
were,que,1,0.0
were,se,1,0.0
were,separar,1,0.0
were,sucedió,1,0.0
were,tarde,1,0.0
were,tierra,1,0.0
were,y,4,0.0
were,«,2,0.0
were,»,2,0.0
which,.,1,0.0
which,aguas,2,0.0
which,cielos,1,0.0
which,de,3,0.00669
which,dios,1,0.0
which,ese,1,0.0
which,eso,1,0.0
which,espacio,1,0.0
which,formó,1,0.8706
which,fue,1,0.0
which,la,1,0.0
which,las,2,0.0
which,lo,1,0.0
which,los,1,0.0
which,para,1,0.0
which,que,1,0.0
which,separar,1,0.0
which,sucedió,1,0.0
which,tierra,1,0.0
which,y,1,0.0
without,",",1,0.0
without,.,1,0.0
without,;,1,0.0
without,aguas,2,0.0
without,aire,1,0.0
without,cubría,1,0.0
without,de,2,0.0
without,dios,1,0.0
without,el,2,0.0
without,en,1,0.0
without,espíritu,1,0.0
without,estaba,1,0.0
without,forma,1,0.0
without,la,3,0.0
without,las,2,0.0
without,movía,1,0.0
without,no,1,0.0
without,oscuridad,1,0.0
without,profundas,1,0.0
without,se,1,0.0
without,sobre,1,0.0
without,superficie,1,0.0
without,tenía,1,0.0
without,tierra,1,0.0
without,vacía,1,0.0
without,y,3,0.03973
