vref,en-NASB,en-NIV84,fr-LBS21,swh-ONEN,arb-AVD,en-NLT07,en-GNBUK,es-NTV,es-NVI99,ko-RNKSV,cho-CHTW,en-KJV,en-NIV11,hop-hopNT,malay_edited,malay_baseline,mean,min,second_min
MAT 2:19,0.5625964766736661,0.5202194806842564,0.4660232971422778,0.4948988518354867,0.4279073893545682,0.4475464687386385,0.4856514444584363,0.4430632865695715,0.4990278776072958,0.3653245548560701,,0.572663497374174,0.5149527891378727,0.3933975536529954,,,0.4764056129296392,0.3653245548560701,0.3933975536529954
MAT 2:20,0.4737915665194179,0.4368304500610948,0.3844316773031707,0.3694556517820144,0.3614132276706722,0.3457957434922343,0.3931169963828503,0.3588250022011379,0.420834120051459,0.3549339691447343,,0.49790623529525,0.4340972859231406,0.2806970179706936,,,0.3932406879844515,0.2806970179706936,0.3457957434922343
MAT 2:21,0.4713564062828034,0.4536777499500257,0.4184331006673991,0.3999950193096427,0.3342960930697596,0.3270575950825693,0.3958793631971189,0.3637604867153703,0.4451131450938283,0.3865210627200338,,0.4842887826749176,0.4494465565892847,0.3348956132686711,,,0.4049785365093403,0.3270575950825693,0.3342960930697596
MAT 2:22,0.4609521935422047,0.4647949187133728,0.4200983143643573,0.4611586475156268,0.4259219922183991,0.3019656518561615,0.4143415384377333,0.3464625332922391,0.446339948459917,0.3806037905908417,,0.5138979205267054,0.4631299325117353,0.3024488269183448,,,0.41554740068827994,0.3019656518561615,0.3024488269183448
MAT 2:23,0.4802333316523908,0.4157096462849059,0.4187296413600111,0.3796265760442083,0.3654758491219929,0.3491415286183708,0.3746295351392703,0.367891898436726,0.398858937561466,0.3407206313509039,,0.4681531604595159,0.4315262019779976,0.302488049608046,,,0.39178346058583113,0.302488049608046,0.3407206313509039
MAT 3:1,0.5177736816292837,0.5193924291639213,0.4126312063816054,0.4310215111610567,0.4292434068798398,0.3709080145858883,0.359491230220155,0.4591800736182457,0.5229308490570527,0.3905517449690655,,0.5211874540709132,0.5163933766845907,0.3837880542731903,,,0.44880715636113916,0.359491230220155,0.3709080145858883
MAT 3:2,0.5193312304628431,0.554002461298455,0.4720170781425791,0.5528734552158497,0.4505410741332645,0.4450287532965974,0.495430023933654,0.4838111316381951,0.4687277664664216,0.420248311859632,,0.5632531521383776,0.5531625203711293,0.3863308841390901,,,0.4895967571612375,0.3863308841390901,0.420248311859632
MAT 3:3,0.4977344217163424,0.4948622561419853,0.4263479531000897,0.4388480681480005,0.3953521073499041,0.3472181352022697,0.4113361106095281,0.3943287203958724,0.4134813103953928,0.3604193204056743,,0.5413335267667223,0.4921045858767003,0.365352016442997,,,0.4291321948116522,0.3472181352022697,0.3604193204056743
MAT 3:4,0.4683540674571994,0.467176437666787,0.4179629724734485,0.3953881221004243,0.3649658406143303,0.389456952122212,0.4222455689349084,0.4265235053491065,0.4631449066983532,0.3464868367119343,,0.5065130494583889,0.4645188793576742,0.3904705883097685,,,0.4248621328657335,0.3464868367119343,0.3649658406143303
MAT 3:5,0.5663685500445513,0.5049397148162315,0.4620491420814552,0.456363352537795,0.4274667755577658,0.3763567843921374,0.4557380952329165,0.4253306248319175,0.514082747459459,0.3791914863440061,,0.5606227465719638,0.5033401820855179,0.4260371145735814,,,0.46599133204071524,0.3763567843921374,0.3791914863440061
MAT 3:6,0.5736409825655013,0.5068933205511208,0.4711445891767493,0.4545659449980851,0.4177553674473155,0.4714326747567577,0.4439639412554456,0.4429218587954903,0.4481594520368218,0.4319965647135165,,0.5496120361809604,0.5058945198073354,0.3647903745329447,,,0.46790550975523415,0.3647903745329447,0.4177553674473155
MAT 3:7,0.502862631999463,0.4635488714893549,0.4453912047579197,0.4139279486424776,0.3564764667047149,0.3823909245961058,0.4120954106976342,0.3946924273591447,0.40829567993971,0.3943367561322339,,0.5174286532005714,0.4614432444178281,0.3786170219840352,,,0.42550055707086104,0.3564764667047149,0.3786170219840352
MAT 3:8,0.4764407409757871,0.4607889790790178,0.5455686417457769,0.523329124379514,0.4760884359667247,0.2024163890479033,0.2532957521872946,0.3254811641846025,0.5143434686960418,0.4780411429698298,,0.5039783339879773,0.455085676512957,0.2557573758209492,,,0.42081655581187505,0.2024163890479033,0.2532957521872946
MAT 3:9,0.496115834378233,0.4665920886850053,0.4203196856211889,0.3773017000786527,0.3745475941508039,0.3002755952246333,0.3537949178632541,0.3038837999709915,0.3912881431878066,0.308780903358665,,0.4978716426226988,0.4638079646335698,0.3077959545753571,,,0.38941352495006615,0.3002755952246333,0.3038837999709915
MAT 3:10,0.471291663720668,0.4382958487400918,0.4595278994278957,0.4171633125773201,0.3717796522144381,0.4012674616446214,0.3653699887516047,0.3587493080052112,0.446383051315901,0.3452455485324044,,0.4793278309025779,0.4369542394668522,0.3388965992212671,,,0.4100194157323734,0.3388965992212671,0.3452455485324044
MAT 3:11,0.46716312087611,0.4476848966353939,0.4028836383638452,0.388902996153769,0.3615051025452133,0.3531668456641925,0.4001361859666466,0.3617483066870194,0.4287380751640088,0.2982378804142746,,0.480674208353341,0.4469833828390186,0.3285408667276061,,,0.39741273126080306,0.2982378804142746,0.3285408667276061
MAT 3:12,0.5402964120782674,0.5092978328188235,0.4364288120963331,0.475071658020765,0.3787477514520835,0.3680280521987926,0.4309944912273622,0.4358112273115686,0.4589259122891777,0.4241042483417334,,0.5590304297691184,0.5106756334896605,0.3818078667937447,,,0.45455540983749465,0.3680280521987926,0.3787477514520835
MAT 3:13,0.5477943252233125,0.4983863963692923,0.4805674153194028,0.4431203545224733,0.4045951577272388,0.4155865772107605,0.4606876607269604,0.4139204275493143,0.4173487299160536,0.3950278194746347,,0.4898335140294891,0.4969127453163953,0.3708492016951525,,,0.44881771731388304,0.3708492016951525,0.3950278194746347
MAT 3:14,0.4943049497105444,0.4608321040318323,0.4328521803378748,0.3752815854919458,0.3675320038607386,0.3636412664716322,0.4015703953503265,0.3451084039519647,0.3949864461646502,0.3297269047908709,,0.4677284883057008,0.4618460324815175,0.3127024270747225,,,0.4006240913864862,0.3127024270747225,0.3297269047908709
MAT 3:15,0.4685500539685859,0.3917866497222954,0.3766341783485367,0.3672644579663164,0.3661159216126158,0.238363452834106,0.3184844510500601,0.2937198460243309,0.324657606255112,0.3025556321362958,,0.4654926378275805,0.3917602755109123,0.3137050409689835,,,0.355314631094287,0.238363452834106,0.2937198460243309
MAT 3:16,0.532573761516095,0.496545121326292,0.4476778543519525,0.4160958850522959,0.4121237364349273,0.4165605121217821,0.467852843571752,0.4022099875952024,0.4831093393091752,0.3721278037953993,,0.5127095978182241,0.49410624981672,0.3610129663950924,,,0.44728505070037766,0.3610129663950924,0.3721278037953993
MAT 3:17,0.5394723314781916,0.4337414142626962,0.3824824566281768,0.3664680015175987,0.3270099168215931,0.3764885371390457,0.4202932646263421,0.3927443602209911,0.3985290124807132,0.3048029430708374,,0.539577750268106,0.4308372323491202,0.3262175942202961,,,0.4029742165449006,0.3048029430708374,0.3262175942202961
MAT 4:1,0.5734284205114413,0.5403539427571673,0.4773503623359108,0.5033596267078538,0.4333450957590555,0.4662044671261841,0.5198961220200635,0.4909848452459148,0.5016870309100582,0.387136251990722,,0.5294185766478907,0.5386684329173509,0.3906198371474257,,,0.48865023169823374,0.387136251990722,0.3906198371474257
MAT 4:2,0.5704696609667946,0.5770508767120782,0.5307511734621867,0.5630162929373798,0.4388541915197993,0.4101202861570418,0.5186421678599472,0.5029218891630347,0.5649114774043398,0.4228996552038003,,0.5945696697922253,0.5394503371006437,0.4347082725481126,,,0.5129512269867219,0.4101202861570418,0.4228996552038003
MAT 4:3,0.5283941182986622,0.4875372606030836,0.4967182653160113,0.4270642086247563,0.3874697605908709,0.4144756100961685,0.4125994400749838,0.401544161896961,0.4443559103089111,0.3272518885203199,,0.5098182204831508,0.4843065872451521,0.3068579135490318,,,0.4329533342775434,0.3068579135490318,0.3272518885203199
MAT 4:4,0.5004597387080525,0.4408651445525773,0.4309608767059562,0.3620527904132113,0.3695285607306947,0.3309216099532902,0.3653534419606781,0.347260111777311,0.4227077494570118,0.3487869602982429,,0.5077372905785462,0.4424794824723719,0.3318773908280251,,,0.40007624218738225,0.3309216099532902,0.3318773908280251
MAT 4:5,0.5865865270285844,0.51171730921188,0.4719411341736971,0.4467608400876728,0.4474650438088414,0.3925316115955924,0.4359270993626408,0.3676257090355611,0.4508765731247394,0.3565195165128685,,0.5437444246070773,0.5111331505500082,0.3806289644987934,,,0.45411214643061204,0.3565195165128685,0.3676257090355611
MAT 4:6,0.4693468686019268,0.4262330084273277,0.4530614274782317,0.3930971981126834,0.3867181844769577,0.3394563502777259,0.3930677727510577,0.37020687648147,0.39861644164219,0.3315567808874736,,0.4729123875210759,0.4232301761164204,0.3165904841884346,,,0.39800722745869044,0.3165904841884346,0.3315567808874736
MAT 4:7,0.5344214807471647,0.5094024561210387,0.4957202292007387,0.4419565138768477,0.3722116201786737,0.4238173776979604,0.4469613608600884,0.4439317889062277,0.4489747715694961,0.3441504552079835,,0.5794036464030282,0.5064361379799427,0.3471417657695783,,,0.45342535419375146,0.3441504552079835,0.3471417657695783
MAT 4:8,0.5568476829656446,0.5152712367366067,0.4892642670471019,0.4087942774277335,0.4298293918881941,0.4192557014062935,0.4532431297981399,0.4279409661919929,0.4849970915339312,0.4104347805298216,,0.5472823520448475,0.5147081418376692,0.3135980557090416,,,0.4593436211628476,0.3135980557090416,0.4087942774277335
MAT 4:9,0.5390090961329059,0.4579970621127612,0.439550521158961,0.3482170517594485,0.3332967025579568,0.3817163689400366,0.4296667115452127,0.4036438293406169,0.4116462615436305,0.3466978260281149,,0.5316900656804079,0.4704357612846936,0.3583227294565372,,,0.41937615288779106,0.3332967025579568,0.3466978260281149
MAT 4:10,0.5767637515741779,0.5068019698260416,0.5150172361978016,0.4473579162883823,0.3978201823269206,0.4213427660086086,0.4644519917239018,0.4414814735804159,0.4972255769761221,0.4054051584261042,,0.5699779222818526,0.5071931984966668,0.4054899265247455,,,0.4735637746332108,0.3978201823269206,0.4054051584261042
MAT 4:11,0.5395390545967749,0.4978104464046866,0.5094210936824692,0.4877177332757375,0.4312526746675454,0.3657877271084266,0.4635190588148513,0.3896510444978638,0.4817204640604305,0.3872875927398711,,0.5570942737758717,0.496476206956164,0.4086949935143981,,,0.4627671049303916,0.3657877271084266,0.3872875927398711
MAT 4:12,0.5123618514541932,0.4211341418402209,0.410286408516621,0.4563203287436361,0.4358521746571873,0.3753783930420255,0.3985400822476308,0.3669466002380727,0.3719235653019649,0.3533214173774472,,0.4750331838633684,0.436692682518776,0.3800691677389577,,,0.4149123075030847,0.3533214173774472,0.3669466002380727
MAT 4:13,0.526674405000177,0.5057169844866949,0.4828782620483582,0.4322945265514412,0.4447502096770279,0.4457011092202986,0.4764398043571308,0.405492009290839,0.4706354491946686,0.3888202470013037,,0.5398726491201138,0.4827512014682442,0.3676944328491324,,,0.45920933002041764,0.3676944328491324,0.3888202470013037
MAT 4:14,0.5324881492932713,0.5167740314075286,0.5293691649734011,0.4488241850290912,0.4506927408130667,0.4380921909614459,0.410402935406724,0.4608341146104905,0.5426469491307645,0.3561727789365532,,0.5718028358675702,0.5141078425532287,0.3116880515905305,,,0.4679919977364359,0.3116880515905305,0.3561727789365532
MAT 4:15,0.6065688143014593,0.5978391344189035,0.5188107868814353,0.5938255250942196,0.4752609224089271,0.5193523870855041,0.5612808612414649,0.4940526524067449,0.627648446548834,0.484908206651831,,0.6243605150501336,0.5954660725924876,0.4214333303310086,,,0.5477544350009964,0.4214333303310086,0.4752609224089271
MAT 4:16,0.5556009825632064,0.4552913689993917,0.512227632383788,0.4395466678322922,0.4118740765560451,0.4310168703780817,0.3808260827655808,0.4284597586309623,0.4046822823781562,0.3847246426223048,,0.5589796303365867,0.4519490881264189,0.3036050104868064,,,0.43990646877381706,0.3036050104868064,0.3808260827655808
MAT 4:17,0.5273431278789721,0.5000288289527577,0.444319370427394,0.4872869467045396,0.4100148660426322,0.4378427579087715,0.4405660756827873,0.4595557778444589,0.4471679886970099,0.3425142329617341,,0.5421216525574325,0.4960910315688993,0.3779484546060387,,,0.45483085475641755,0.3425142329617341,0.3779484546060387
MAT 4:18,0.514956201427492,0.4937283834539592,0.4748449157569845,0.4502797692046225,0.3673298905748395,0.4183299305028755,0.4148639405123784,0.3995819713138229,0.463906097197884,0.3114897107039758,,0.5085440984725922,0.4917362478282643,0.3708062335677919,,,0.4369536454244217,0.3114897107039758,0.3673298905748395
MAT 4:19,0.4714180323177667,0.4302625953225461,0.4512402310411857,0.3907488419223651,0.355526297335818,0.3146731624625327,0.3720509534825647,0.3900331422145291,0.3647589055281145,0.343000899128742,,0.4903421320255242,0.3742197388708116,0.3607611054306044,,,0.3930027720833158,0.3146731624625327,0.343000899128742
MAT 4:20,0.4929180764904975,0.4433684423907866,0.4655187244336923,0.4579218455530562,0.4265075208260085,0.3602810785344096,0.3802030522609768,0.4097194318352914,0.4268542321894477,0.4224254007668852,,0.5019772123314766,0.439871829842546,0.3871802012628229,,,0.4319036191321459,0.3602810785344096,0.3802030522609768
MAT 4:21,0.5632813393820827,0.530971510883236,0.5099864102616202,0.4874569193638625,0.4049067662147061,0.4762026146125525,0.4998149573417443,0.4488452613179954,0.4914697742692586,0.4340579871796483,,0.575427566144986,0.5290114928590509,0.3739881561425819,,,0.48657082738256346,0.3739881561425819,0.4049067662147061
MAT 4:22,0.5514309879165654,0.5431637798032006,0.5147607793237274,0.4311680449315688,0.3996128900282121,0.4349959029382659,0.4547974481696891,0.4258418329030087,0.4768046998497167,0.4001055974728195,,0.5615580405892746,0.5379357932743364,0.3847055686812806,,,0.4705293358370512,0.3847055686812806,0.3996128900282121
MAT 4:23,0.5406269443179194,0.5115043011860881,0.5356668648490339,0.4466045678321593,0.4083577598130645,0.4538315120826687,0.4506641235885838,0.439199487714028,0.4967113762590191,0.4422327142507291,,0.5221435444558606,0.5117903745329937,0.376960597557235,,,0.472022628341491,0.376960597557235,0.4083577598130645
MAT 4:24,0.4374203950150921,0.4232137615866843,0.3758206500176163,0.3743424272634938,0.3782528955229976,0.3247012048202771,0.4094723254937421,0.3191216802220344,0.3782503150160227,0.3319496811323977,,0.4940431115598916,0.4279184261081902,0.3113771098575791,,,0.38352953720123223,0.3113771098575791,0.3191216802220344
