vref,alignment_score,co-occurrence_count,translation_score,alignment_count,avg_aligned,jac_sim,match_counts,encoding_dist,total_score
MAT 6:25,0.08435,1161.0,0.4033,339.5,0.702,0.1815,703.0,0.6859076688958619,0.325467280783954
MAT 6:26,0.09326,1070.0,0.393,260.8,0.658,0.2119,622.5,0.7304127320455177,0.30939523917258593
MAT 6:27,0.092,1499.0,0.3745,280.8,0.627,0.257,861.0,0.742828815616815,0.3065309184982139
MAT 6:28,0.08307,1292.0,0.3638,328.5,0.6167,0.328,729.5,0.6325877657215535,0.332414631169298
MAT 6:29,0.1023,1260.0,0.452,390.5,0.706,0.1699,781.5,0.8214906860659246,0.3070721389966107
MAT 6:30,0.07874,1267.0,0.3906,281.0,0.5605,0.2747,722.0,0.7483277367722913,0.2978955647089732
MAT 6:31,0.11847,72.7,0.3516,32.22,0.6,0.06915,60.66,0.7404490377321269,0.2727807277616449
MAT 6:32,0.0973,1004.0,0.3262,288.2,0.632,0.2092,635.5,0.7097000891230498,0.2970995353858377
MAT 6:33,0.1094,1884.0,0.4595,487.0,0.705,0.278,1148.0,0.5930353183283085,0.37399840168247317
MAT 6:34,0.1346,1675.0,0.4392,409.8,0.611,0.266,979.0,0.7149932638916329,0.3367285083705109
MAT 7:1,0.273,44.0,0.591,36.34,0.8267,0.0704,38.66,0.7799295003717526,0.391779856487598
MAT 7:2,0.11957,1281.0,0.3818,323.0,0.7065,0.1638,727.0,0.801041966839548,0.3022357536877978
MAT 7:3,0.2153,32.84,0.3232,20.47,0.724,0.06775,16.23,0.8097227088243704,0.2970450033463702
MAT 7:4,0.04984,1207.0,0.3152,359.2,0.555,0.1898,682.0,0.6812814954788017,0.2737657220006681
MAT 7:5,0.05768,1456.0,0.358,380.2,0.564,0.2778,847.0,0.5902776593395882,0.31624138401728646
MAT 7:6,0.08527,1494.0,0.3887,383.2,0.6704,0.2247,851.0,0.6903594908338623,0.3245138375032254
MAT 7:7,0.1804,1015.5,0.553,351.5,0.755,0.1509,573.0,0.6443807970414058,0.3859210565695059
MAT 7:8,0.09216,1867.0,0.326,477.8,0.6357,0.2051,1081.0,0.7184386195140764,0.29737694703751183
MAT 7:9,0.08777,1278.0,0.2708,226.8,0.56,0.1843,730.0,0.7107167765674252,0.2663022084170728
MAT 7:10,0.1514,47.25,0.2065,13.375,0.601,0.11084,31.0,0.9821366300958286,0.2142303851174685
MAT 7:11,0.1157,660.5,0.311,177.5,0.666,0.1339,407.2,0.7289624255941359,0.28968128889946976
MAT 7:12,0.14,1487.0,0.254,396.5,0.6367,0.1315,859.0,0.8238847821074179,0.26090468359031255
MAT 7:13,0.11957,1919.0,0.3997,501.5,0.6494,0.2861,1100.0,0.8032679834177177,0.31860005623802573
MAT 7:14,0.1428,2212.0,0.3713,572.5,0.567,0.2505,1256.0,0.8344350256977217,0.2917979350729875
MAT 7:15,0.1439,1433.0,0.2285,223.8,0.5547,0.1869,847.0,0.8636424310927691,0.24230933699244978
MAT 7:16,0.1042,934.0,0.4695,204.0,0.858,0.2761,554.0,0.8595332331707374,0.3594810766554874
MAT 7:17,0.185,1231.0,0.3188,258.5,0.6167,0.2416,706.5,0.6216589358022735,0.33264707128750837
MAT 7:18,0.1035,57.0,0.3325,31.3,0.697,0.1776,25.9,0.5510773980257652,0.335460515193859
MAT 7:19,0.1775,726.0,0.3142,244.1,0.697,0.1982,402.0,0.6862409453995884,0.3285674662430765
MAT 7:20,0.22,2872.0,0.2769,744.0,0.61,0.324,1704.0,0.6714166199361312,0.3384408018015057
MAT 7:21,0.07666,891.5,0.4216,279.2,0.688,0.1948,581.5,0.5629277551375467,0.345697582629212
MAT 7:22,0.0706,655.5,0.4983,211.8,0.732,0.1759,395.0,0.6181158298574179,0.355732401882397
MAT 7:23,0.1032,1424.0,0.2537,392.8,0.669,0.1859,847.0,0.7892496808814154,0.269428108643032
MAT 7:24,0.08856,1590.0,0.321,435.5,0.677,0.2134,929.0,0.7487426713305892,0.3001272793198437
MAT 7:25,0.11536,1059.0,0.3494,316.8,0.743,0.2115,600.0,0.6970905051525847,0.3317565700813543
MAT 7:26,0.07214,1528.0,0.3643,430.0,0.69,0.185,898.0,0.7391429697461736,0.3050583173147161
MAT 7:27,0.12146,1254.0,0.3638,366.8,0.7026,0.2189,726.0,0.6708070161723043,0.3351244208337697
MAT 7:28,0.1092,1999.0,0.2576,646.0,0.539,0.2598,1162.0,0.687106833913689,0.2833997544674452
MAT 7:29,0.1913,2574.0,0.3123,691.5,0.704,0.196,1481.0,0.9517463505708879,0.2819924030077263
MAT 8:1,0.1868,1180.0,0.4773,354.2,0.7705,0.2133,710.5,0.560991534981512,0.3977847512210297
MAT 8:2,0.1125,787.0,0.518,351.0,0.88,0.244,500.5,0.5977322778927658,0.41363728743799916
MAT 8:3,0.1011,1859.0,0.5127,564.5,0.799,0.395,1135.0,0.49564997532060656,0.4391915906619391
MAT 8:4,0.06805,1328.0,0.374,359.0,0.6,0.2097,803.0,0.7203269722398957,0.296236851968127
MAT 8:5,0.1815,44.25,0.4211,36.12,0.818,0.10126,37.25,0.7802724636796956,0.3395359334756545
MAT 8:6,0.1371,1645.0,0.3567,564.5,0.7417,0.2612,977.5,0.6643250337954009,0.3505647665207567
MAT 8:7,0.2422,470.2,0.3433,324.5,0.694,0.2454,424.5,0.5565484819134621,0.37588459084274284
MAT 8:8,0.05588,1019.0,0.3582,313.0,0.6396,0.177,613.5,0.6590065994514273,0.30128008360741493
MAT 8:9,0.0685,826.5,0.383,206.0,0.683,0.1216,526.5,0.7373964805561721,0.2934571102820878
MAT 8:10,0.07196,1222.0,0.3083,424.8,0.6113,0.2377,732.0,0.6065750892291747,0.30799661075982504
MAT 8:11,0.0877,1403.0,0.399,301.0,0.6953,0.24,834.0,0.7151216663899271,0.33077592369528785
MAT 8:12,0.12427,1618.0,0.3076,418.8,0.6704,0.2515,945.5,0.6813492259534318,0.32244360080804846
MAT 8:13,0.1198,961.0,0.3108,281.5,0.6387,0.1492,619.0,0.6965909419524575,0.29187370147106173
MAT 8:14,0.1193,1536.0,0.2341,463.8,0.551,0.2798,890.0,0.6456789258251999,0.2943454571423511
MAT 8:15,0.1667,1555.0,0.5376,532.0,0.8477,0.244,873.5,0.7047758795276075,0.4093015058395942
MAT 8:16,0.1101,1105.0,0.3647,312.5,0.7207,0.1979,667.0,0.6493794364871386,0.33534873666965614
MAT 8:17,0.1431,1374.0,0.3887,402.2,0.6978,0.1836,817.0,0.7192669378134354,0.32684329651091937
MAT 8:18,0.08466,1836.0,0.2489,477.5,0.4978,0.2318,1097.0,0.7058276547556311,0.2592829914958912
MAT 8:19,0.1177,795.0,0.4836,327.5,0.8286,0.1954,487.2,0.6699385021949226,0.37722436564252626
MAT 8:20,0.1155,1160.0,0.4153,358.0,0.663,0.3076,710.0,0.5785243666349352,0.36573251202357876
MAT 8:21,0.11676,1628.0,0.3992,450.8,0.6816,0.2328,1003.5,0.5513931639467334,0.3579768327756546
MAT 8:22,0.10443,1861.0,0.427,387.8,0.6567,0.3025,1169.0,0.6107361362435567,0.3584261560375608
MAT 8:23,0.213,2246.0,0.4072,678.5,0.648,0.3218,1281.0,0.45646362919052774,0.4019540918287265
MAT 8:24,0.08936,1779.0,0.3323,456.2,0.6294,0.2163,1040.0,0.8005798718136679,0.28428038943533795
