vref,alignment_score,translation_score,avg_aligned,jac_sim,match_counts,encoding_dist,simple_total,total_score
MAT 6:9,0.1328261758242105,0.4739999961785927,0.7007181192741986,0.30500922505507866,756.7272727272727,0.46428,0.40313837908302014,0.4040426253898887
MAT 6:10,0.11444488841313359,0.46389095928936164,0.7449405081888761,0.39052724199490524,1069.9166666666667,0.48916063,0.42845089947156917,0.41962180940849
MAT 6:11,0.3329840948614821,0.36766069520075567,0.7271421892740265,0.19378644436163336,723.6666666666666,0.42310938,0.40539335592447445,0.40748249590401686
MAT 6:12,0.2692330476539599,0.3969879199214116,0.7941717423744253,0.26405282951014847,1613.857142857143,0.41684338,0.4311113848649863,0.43448861832664604
MAT 6:13,0.23332984485279737,0.40503436540342225,0.740027845616823,0.21806836900604926,782.5454545454545,0.49396262,0.399115106219773,0.3937561075308072
MAT 6:14,0.16128070426554766,0.345394617123887,0.556817521999561,0.3145740748506238,1678.090909090909,0.5241492,0.3445167295599048,0.34671331792441096
MAT 6:15,0.14427258372419924,0.3966052251656269,0.6336167748486903,0.22768810909729406,948.9,0.45795628,0.3505456732089526,0.3620692897701162
MAT 6:16,0.06755915345202639,0.26355390927874267,0.621827305596636,0.21692226535647718,537.5238095238095,0.40225405,0.29246565842097055,0.3239580992158304
MAT 6:17,0.25231376125501026,0.5318996926981285,0.8178225314070062,0.24804325596626697,1299.2222222222222,0.20957349,0.46251981033160294,0.48546164744811116
MAT 6:18,0.07533860273638633,0.3093515159785653,0.5701618040747299,0.20172643685064862,1046.9285714285713,0.48577878,0.2891445899100826,0.3072051439347717
MAT 6:19,0.1414569795370099,0.43318977459249697,0.8098433594680176,0.25178658605595,639.6666666666666,0.2318185,0.40906917491336864,0.43903174287479474
MAT 6:20,0.1323067869259551,0.4357022247259302,0.7683508350399387,0.25087266587457746,632.5294117647059,0.23490588,0.3968081281416003,0.4283126661538896
MAT 6:21,0.2252938083099257,0.4265059047510932,0.7411699150257065,0.29120623389212574,883.1111111111111,0.5315112,0.4210439654947128,0.4057149403301286
MAT 6:22,0.10733737541294222,0.3184610953036252,0.5158639018565762,0.2581719526916823,865.1818181818181,0.44049886,0.29995858131620645,0.3221385720233474
MAT 6:23,0.060290337990002246,0.36497446432609915,0.6451976787020941,0.24375126598525879,740.625,0.42532343,0.32855343675086357,0.34859826078159456
MAT 6:24,0.09927000665594753,0.4673521012931987,0.7264499308654444,0.26355573429713114,796.0,0.3649731,0.38915694327793043,0.4063222451035062
MAT 6:25,0.10485049375396863,0.3214373788366921,0.7323178696853537,0.17342880733093666,639.3333333333334,0.45563954,0.33300863740173775,0.34793630910413736
MAT 6:26,0.0733857326020734,0.4630846996010501,0.7539840470036016,0.23916723985867566,605.5,0.36356208,0.3824054297663501,0.4001712270739367
MAT 6:27,0.2694597427662054,0.2341483800903857,0.6210988023727915,0.16875525505094188,837.8461538461538,0.52577,0.3233655450700811,0.33114394818818593
MAT 6:28,0.10949605853479555,0.4461333446105686,0.7343288069145145,0.28076795084109546,715.4666666666667,0.25150836,0.3926815402252435,0.42255616279172936
MAT 6:29,0.18926268253121675,0.32033638589468955,0.4964648196825526,0.2526728517312865,822.5333333333333,0.6125758,0.31468418495993633,0.3112108712808882
MAT 6:30,0.08548487302400043,0.3222873793898275,0.5996083113795267,0.27497440059332373,938.05,0.38290223,0.32058874109666957,0.3470766184571268
MAT 6:31,0.10195825164172706,0.26082661816345976,0.5910183184831072,0.12400980691333895,148.22222222222223,0.4854012,0.2694532488004082,0.2925086901529552
MAT 6:32,0.13283419015429113,0.3423305735767004,0.6176223479207223,0.14548063875083636,384.0,0.44845912,0.3095669376006376,0.32900700410041583
MAT 6:33,0.10003196808145236,0.32914834361638057,0.5350740717197523,0.2927049101264482,1174.75,0.40549636,0.31423982338600837,0.34121572014541157
MAT 6:34,0.14011973589547902,0.3255011531375272,0.6918236145720772,0.229245224198436,831.1666666666666,0.43458676,0.3466724319508798,0.3624114928252837
MAT 7:1,0.19034941005288686,0.41273258916639305,0.7394179894179894,0.0710478276743337,324.3333333333333,0.64976597,0.3533869540779007,0.3387108405926091
MAT 7:2,0.06284564388803705,0.40189178273518,0.6171460152308402,0.1975037900333439,782.1111111111111,0.3787875,0.3198468079718503,0.34859048921584757
MAT 7:3,0.08578026144062512,0.3707586039971475,0.6300465519208055,0.32719546112547976,708.9230769230769,0.3421868,0.3534452196210145,0.38024865244243994
MAT 7:4,0.09280673831960125,0.31635104039996154,0.583969417025981,0.3009073058268636,900.6,0.43051648,0.3235086253931019,0.3439256776976319
MAT 7:5,0.1559161659373867,0.4086846674279112,0.7402397473593297,0.42509432240969985,877.3076923076923,0.274108,0.43248372578358185,0.45288863903569304
MAT 7:6,0.07953537082643443,0.32398573574070455,0.4918907492115925,0.2744566040706465,912.421052631579,0.34527493,0.2924671149623445,0.3302458556532609
MAT 7:7,0.1309377719486355,0.45189970581805305,0.7787615272814132,0.18617367778904156,757.75,0.4054695,0.38694317070928586,0.3995910451526561
MAT 7:8,0.08834598192861015,0.47466256291475145,0.7212220769051331,0.28233991596509234,932.0,0.32653722,0.39164263442839675,0.41486055656111215
MAT 7:9,0.06903867061766418,0.38557044523985623,0.603542529398301,0.2373703611653639,767.2666666666667,0.52911645,0.3238805016052963,0.3297756442724787
MAT 7:10,0.17720351342557283,0.4441707692759446,0.7062630432906062,0.3190092236670626,1213.0,0.40603185,0.41166163741479656,0.41668492261564094
MAT 7:11,0.13079960975951765,0.36482220531245035,0.6456934836025543,0.2552782061122179,983.3888888888889,0.3788531,0.34914837619668504,0.3725614655230881
MAT 7:12,0.10384167773335186,0.3514962798940447,0.5710366311098415,0.2192930087379136,1002.5555555555555,0.7027905,0.3114168993687879,0.2963601813465292
MAT 7:13,0.0655069743218908,0.37325296161472343,0.5895998256664431,0.295323108580615,1002.125,0.39376602,0.33092071754591806,0.3539203244847608
MAT 7:14,0.09250697724774491,0.32177908419437634,0.6047930525608269,0.23727132891538047,1066.5714285714287,0.37194744,0.3140876107295822,0.3442608926002014
