,source,target,co-occurrence_count,translation_score
0,a,אֱלֹהִ֔ים,1,2.9856136996129754e-44
1,a,בְּ,1,2.9856136996129754e-44
2,a,בֵּ֥ין,1,2.9856136996129754e-44
3,a,הַ,1,2.9856136996129754e-44
4,a,וִ,1,1.5465797087194255e-41
5,a,וַ,1,2.9856136996129754e-44
6,a,יְהִ֥י,1,2.9871803771057805e-44
7,a,יֹּ֣אמֶר,1,2.9856136996129754e-44
8,a,יהִ֣י,1,2.9856136996129754e-44
9,a,לָ,1,2.9856136996129754e-44
10,a,מַ֖יִם,1,2.9856136996129754e-44
11,a,מַבְדִּ֔יל,1,2.9856136996129754e-44
12,a,מָֽיִם,1,2.9856136996129754e-44
13,a,מָּ֑יִם,1,1.5402794977810165e-41
14,a,רָקִ֖יעַ,1,0.8025731246479577
15,a,ת֣וֹךְ,1,2.98561390540376e-44
16,above,אֱלֹהִים֮,1,1.4551887270068913e-42
17,above,אֲשֶׁ֖ר,1,0.4745702867168543
18,above,אֲשֶׁר֙,1,2.3775972047277766e-41
19,above,אֶת,1,4.05784568117692e-42
20,above,בֵ֣ין,1,2.3775972047277766e-41
21,above,בֵּ֤ין,1,2.3775972047277766e-41
22,above,הַ,2,1.4551887270068913e-42
23,above,הָ,1,1.4551887270068913e-42
24,above,וַ,2,1.4551887270068913e-42
25,above,וּ,1,1.4551887270068913e-42
26,above,וַֽ,1,2.3775972047277766e-41
27,above,יְהִי,1,1.4551887270068913e-42
28,above,יַּ֣עַשׂ,1,2.3775972047277766e-41
29,above,יַּבְדֵּ֗ל,1,2.3775972047277766e-41
30,above,כֵֽן,1,1.4551887270068913e-42
31,above,לָ,2,1.4551887270068913e-42
32,above,מִ,1,1.4551887270068913e-42
33,above,מֵ,1,0.6556341842992371
34,above,מַּ֔יִם,1,2.3775972047277766e-41
35,above,מַּ֨יִם֙,1,2.3775972047277766e-41
36,above,עַ֣ל,1,2.3775972047277766e-41
37,above,רָקִ֑יעַ,1,2.3775972047277766e-41
38,above,רָקִ֔יעַ,1,2.3775972047277766e-41
39,above,רָקִיעַ֒,1,2.3775972047277766e-41
40,above,תַּ֣חַת,1,2.3775972047277766e-41
41,and,א֑וֹר,1,1.787514977507149e-44
42,and,א֖וֹר,2,7.262354937718302e-45
43,and,אֱלֹהִ֑ים,1,3.393792938846779e-44
44,and,אֱלֹהִ֔ים,3,2.1879247662446834e-44
45,and,אֱלֹהִ֖ים,1,3.3389206183613003e-44
46,and,אֱלֹהִ֛ים,1,3.235455276295149e-44
47,and,אֱלֹהִ֤ים,1,2.4270618182763144e-44
48,and,אֱלֹהִים֮,1,3.0258102895763997e-44
49,and,אֲשֶׁ֖ר,1,1.1884242813071151e-43
50,and,אֲשֶׁר֙,1,2.3775972047277766e-41
51,and,אֵ֥ת,2,2.289531264794399e-44
52,and,אֶחָֽד,1,3.107146830481551e-44
53,and,אֶת,2,1.3329406566237628e-12
54,and,אָ֗רֶץ,1,0.026869074819439943
55,and,אָֽרֶץ,1,3.5267629867631075e-44
56,and,אֽוֹר,1,2.8004451413449575e-44
57,and,אוֹר֙,1,0.018481775070470892
58,and,בֵ֣ין,1,2.3775972047277766e-41
59,and,בֵ֥ין,1,7.195842085384534e-44
60,and,בֹ֔הוּ,1,0.02686965392106537
61,and,בֹ֖קֶר,1,2.2667616281447932e-41
62,and,בְּ,2,1.2318713270959249e-44
63,and,בֵּ֤ין,1,2.3775972047277766e-41
64,and,בֵּ֥ין,2,1.407551598604343e-44
65,and,בָּרָ֣א,1,3.3391815131329693e-44
66,and,הַ,6,1.6235816282880867e-45
67,and,הָ,5,0.06220751003664019
68,and,הָיְתָ֥ה,1,0.02686965392106537
69,and,וְ,5,0.3524808829895629
70,and,וִ,1,1.5465797087194255e-41
71,and,וַ,7,0.5276854587506671
72,and,וַֽ,3,0.5439408671327813
73,and,וָ,1,0.02686965392106537
74,and,וּ,2,1.3730474110517192e-44
75,and,וַֽ,1,2.3775972047277766e-41
76,and,חֹ֖שֶׁךְ,2,0.010420677564973143
77,and,חֹֽשֶׁךְ,1,3.152852512750284e-44
78,and,ט֑וֹב,1,1.31166966052278e-40
79,and,י֔וֹם,1,0.026586851378792402
80,and,י֥וֹם,1,3.1093884419981067e-44
81,and,יְהִ֣י,1,1.1278349804165941e-44
82,and,יְהִ֥י,1,1.2607864197647514e-44
83,and,יְהִי,4,0.05398760853789479
84,and,יִּקְרָ֨א,1,4.2841006850103075e-44
85,and,יַּ֣עַשׂ,1,0.010178459024797977
86,and,יַּ֧רְא,1,1.31166966052278e-40
87,and,יַּבְדֵּ֗ל,1,2.3775972047277766e-41
88,and,יַּבְדֵּ֣ל,1,3.1528524024911797e-44
89,and,יֹּ֣אמֶר,1,1.3187264993569695e-44
90,and,יֹּ֥אמֶר,1,3.338940859608818e-44
91,and,יהִ֣י,1,2.713971668412661e-44
92,and,כֵֽן,1,3.0258102895763997e-44
93,and,כִּי,1,4.246410551613067e-41
94,and,לַ,1,6.0510392571197855e-05
95,and,לָ,4,1.620568948158218e-42
96,and,לָ֑יְלָה,1,0.025388979555305814
97,and,מְרַחֶ֖פֶת,1,2.9861068259482045e-44
98,and,מִ,1,3.0258102895763997e-44
99,and,מֵ,1,6.34083226410069e-44
100,and,מַ֖יִם,1,2.0698147520202409e-44
101,and,מַבְדִּ֔יל,1,1.8598580385154085e-44
102,and,מָֽיִם,1,2.3124820782251247e-44
103,and,מַּ֔יִם,1,2.3775972047277766e-41
104,and,מַּ֨יִם֙,1,2.3775972047277766e-41
105,and,מָּ֑יִם,1,1.5402794977810165e-41
106,and,מָּֽיִם,1,1.4319393033668845e-41
107,and,עֶ֥רֶב,1,2.014921713307237e-44
108,and,עַ֣ל,1,2.3775972047277766e-41
109,and,עַל,2,3.330385480713193e-45
110,and,פְּנֵ֣י,1,2.6585402373086186e-42
111,and,פְּנֵ֥י,1,6.2784778681740855e-43
112,and,קָ֣רָא,1,0.020109348047981666
113,and,ר֣וּחַ,1,2.9519073578363925e-44
114,and,רֵאשִׁ֖ית,1,1.8825533244722236e-43
115,and,רָקִ֑יעַ,1,2.3775972047277766e-41
116,and,רָקִ֔יעַ,1,2.3775972047277766e-41
117,and,רָקִ֖יעַ,1,2.98561390540376e-44
118,and,רָקִיעַ֒,1,2.3775972047277766e-41
119,and,שָּׁמַ֖יִם,1,3.651292540519978e-44
120,and,ת֣וֹךְ,1,2.98561390540376e-44
121,and,תְה֑וֹם,1,5.234868400458891e-44
122,and,תֹ֨הוּ֙,1,0.02686965392106537
123,and,תַּ֣חַת,1,2.3775972047277766e-41
124,be,א֑וֹר,1,1.2393557903408022e-41
125,be,אֱלֹהִ֔ים,1,2.7305988508387843e-44
126,be,אֱלֹהִ֖ים,1,3.3389206183613003e-44
127,be,אֽוֹר,1,2.8004451413449575e-44
128,be,בְּ,1,2.7305988508387843e-44
129,be,בֵּ֥ין,1,2.7305988508387843e-44
130,be,הַ,1,2.7305988508387843e-44
131,be,וִ,1,1.5465797087194255e-41
132,be,וַ,2,2.7305988508387843e-44
133,be,וַֽ,1,2.7305988508387843e-44
134,be,יְהִ֣י,1,0.30283324876553847
135,be,יְהִ֥י,1,0.7340215929414802
136,be,יְהִי,1,2.7305988508387843e-44
137,be,יֹּ֣אמֶר,1,2.7305988508387843e-44
138,be,יֹּ֥אמֶר,1,3.338940859608818e-44
139,be,יהִ֣י,1,2.7305988508387843e-44
140,be,לָ,1,2.7305988508387843e-44
141,be,מַ֖יִם,1,2.7305988508387843e-44
142,be,מַבְדִּ֔יל,1,2.7305988508387843e-44
143,be,מָֽיִם,1,2.7305988508387843e-44
144,be,מָּ֑יִם,1,1.5402794977810165e-41
145,be,רָקִ֖יעַ,1,2.98561390540376e-44
146,be,ת֣וֹךְ,1,2.98561390540376e-44
147,beginning,אֱלֹהִ֑ים,1,0.33295634678461594
148,beginning,אֵ֥ת,2,2.289531264794399e-44
149,beginning,אָֽרֶץ,1,3.5267629867631075e-44
150,beginning,בְּ,1,1.2386149851312662e-44
151,beginning,בָּרָ֣א,1,0.8975435233431968
152,beginning,הַ,1,1.2386149851312662e-44
153,beginning,הָ,1,1.2386149851312662e-44
154,beginning,וְ,1,1.2386149851312662e-44
155,beginning,רֵאשִׁ֖ית,1,1.8306560893892225e-05
156,beginning,שָּׁמַ֖יִם,1,3.651292540519978e-44
157,called,אֱלֹהִ֤ים,1,0.8689343210102625
158,called,אֶחָֽד,1,3.107146830481551e-44
159,called,אוֹר֙,1,3.1116331544814205e-44
160,called,בֹ֖קֶר,1,2.2667616281447932e-41
161,called,וְ,1,1.2534411263788804e-44
162,called,וַ,1,1.2534411263788804e-44
163,called,וַֽ,2,1.2534411263788804e-44
164,called,חֹ֖שֶׁךְ,1,1.3613895764877286e-44
165,called,י֔וֹם,1,6.813989382420939e-41
166,called,י֥וֹם,1,3.1093884419981067e-44
167,called,יְהִי,2,1.2534411263788804e-44
168,called,יִּקְרָ֨א,1,0.7831924773851185
169,called,לַ,1,3.10946135119109e-44
170,called,לָ,1,1.2534411263788804e-44
171,called,לָ֑יְלָה,1,5.242166231718313e-43
172,called,עֶ֥רֶב,1,2.014921713307237e-44
173,called,קָ֣רָא,1,2.1190995645220457e-43
174,created,אֱלֹהִ֑ים,1,3.393792938846779e-44
175,created,אֵ֥ת,2,0.914692807033426
176,created,אָֽרֶץ,1,3.5267629867631075e-44
177,created,בְּ,1,2.0824631042636005e-44
178,created,בָּרָ֣א,1,3.3391815131329693e-44
179,created,הַ,1,2.0824631042636005e-44
180,created,הָ,1,2.0824631042636005e-44
181,created,וְ,1,2.0824631042636005e-44
182,created,רֵאשִׁ֖ית,1,1.8825533244722236e-43
183,created,שָּׁמַ֖יִם,1,3.651292540519978e-44
184,darkness,א֖וֹר,2,2.190025425728735e-44
185,darkness,אֱלֹהִ֔ים,2,2.190025425728735e-44
186,darkness,אֱלֹהִ֛ים,1,3.235455276295149e-44
187,darkness,אֱלֹהִ֤ים,1,2.4270618182763144e-44
188,darkness,אֶחָֽד,1,3.107146830481551e-44
189,darkness,אֶת,1,4.05784568117692e-42
190,darkness,אָ֗רֶץ,1,3.043870885438827e-44
191,darkness,אוֹר֙,1,3.1116331544814205e-44
192,darkness,בֵ֥ין,1,7.195842085384534e-44
193,darkness,בֹ֔הוּ,1,1.54658685774318e-41
194,darkness,בֹ֖קֶר,1,2.2667616281447932e-41
195,darkness,בֵּ֥ין,1,2.190025425728735e-44
196,darkness,הַ,2,2.190025425728735e-44
197,darkness,הָ,3,2.1900254257287348e-44
198,darkness,הָיְתָ֥ה,1,2.9252630004086394e-44
199,darkness,וְ,4,0.16279887276760674
200,darkness,וַ,3,2.1900254257287348e-44
201,darkness,וַֽ,2,2.190025425728735e-44
202,darkness,וָ,1,4.2218047679416803e-44
203,darkness,וּ,1,2.190025425728735e-44
204,darkness,חֹ֖שֶׁךְ,2,3.7111474554393335e-13
205,darkness,חֹֽשֶׁךְ,1,0.847529079155342
206,darkness,ט֑וֹב,1,1.31166966052278e-40
207,darkness,י֔וֹם,1,6.813989382420939e-41
208,darkness,י֥וֹם,1,3.1093884419981067e-44
209,darkness,יְהִי,2,2.190025425728735e-44
210,darkness,יִּקְרָ֨א,1,4.2841006850103075e-44
211,darkness,יַּ֧רְא,1,1.31166966052278e-40
212,darkness,יַּבְדֵּ֣ל,1,3.1528524024911797e-44
213,darkness,כִּי,1,4.246410551613067e-41
214,darkness,לַ,1,3.10946135119109e-44
215,darkness,לָ,1,2.190025425728735e-44
216,darkness,לָ֑יְלָה,1,5.242166231718313e-43
217,darkness,מְרַחֶ֖פֶת,1,2.9861068259482045e-44
218,darkness,מָּֽיִם,1,1.4319393033668845e-41
219,darkness,עֶ֥רֶב,1,2.190025425728735e-44
220,darkness,עַל,2,2.190025425728735e-44
221,darkness,פְּנֵ֣י,1,2.6585402373086186e-42
222,darkness,פְּנֵ֥י,1,6.2784778681740855e-43
223,darkness,קָ֣רָא,1,4.2380535334975654e-44
224,darkness,ר֣וּחַ,1,2.9519073578363925e-44
225,darkness,תְה֑וֹם,1,5.234868400458891e-44
226,darkness,תֹ֨הוּ֙,1,1.9112562882140816e-43
227,day,אֱלֹהִ֤ים,1,2.9461915884557826e-44
228,day,אֶחָֽד,1,0.8359510166451533
229,day,אוֹר֙,1,0.8357396269757885
230,day,בֹ֖קֶר,1,2.2667616281447932e-41
231,day,וְ,1,2.9461915884557826e-44
232,day,וַ,1,2.9461915884557826e-44
233,day,וַֽ,2,2.9461915884557826e-44
234,day,חֹ֖שֶׁךְ,1,2.9461915884557826e-44
235,day,י֔וֹם,1,6.813989382420939e-41
236,day,י֥וֹם,1,3.1093884419981067e-44
237,day,יְהִי,2,2.9461915884557826e-44
238,day,יִּקְרָ֨א,1,4.2841006850103075e-44
239,day,לַ,1,3.10946135119109e-44
240,day,לָ,1,2.9461915884557826e-44
241,day,לָ֑יְלָה,1,5.242166231718313e-43
242,day,עֶ֥רֶב,1,2.9461915884557826e-44
243,day,קָ֣רָא,1,4.2380535334975654e-44
244,deep,אֱלֹהִ֔ים,1,1.0567423669414827e-41
245,deep,אָ֗רֶץ,1,1.0567423669414827e-41
246,deep,בֹ֔הוּ,1,1.54658685774318e-41
247,deep,הַ,1,1.0567423669414827e-41
248,deep,הָ,1,1.0567423669414827e-41
249,deep,הָיְתָ֥ה,1,1.0567423669414827e-41
250,deep,וְ,3,0.005128545911320271
251,deep,וָ,1,1.0567423669414827e-41
252,deep,חֹ֖שֶׁךְ,1,1.0567423669414827e-41
253,deep,מְרַחֶ֖פֶת,1,1.0567423669414827e-41
254,deep,מָּֽיִם,1,1.4319393033668845e-41
255,deep,עַל,2,1.0567423669414827e-41
256,deep,פְּנֵ֣י,1,1.0567423669414827e-41
257,deep,פְּנֵ֥י,1,1.0567423669414827e-41
258,deep,ר֣וּחַ,1,1.0567423669414827e-41
259,deep,תְה֑וֹם,1,0.682596186547069
260,deep,תֹ֨הוּ֙,1,1.0567423669414827e-41
261,divide,אֱלֹהִ֔ים,1,1.54658685774318e-41
262,divide,בְּ,1,1.54658685774318e-41
263,divide,בֵּ֥ין,1,2.607516616979984e-40
264,divide,הַ,1,1.54658685774318e-41
265,divide,וִ,1,1.54658685774318e-41
266,divide,וַ,1,1.54658685774318e-41
267,divide,יְהִ֥י,1,1.54658685774318e-41
268,divide,יֹּ֣אמֶר,1,1.54658685774318e-41
269,divide,יהִ֣י,1,1.54658685774318e-41
270,divide,לָ,1,1.54658685774318e-41
271,divide,מַ֖יִם,1,1.54658685774318e-41
272,divide,מַבְדִּ֔יל,1,0.4990717849080081
273,divide,מָֽיִם,1,1.54658685774318e-41
274,divide,מָּ֑יִם,1,1.54658685774318e-41
275,divide,רָקִ֖יעַ,1,1.54658685774318e-41
276,divide,ת֣וֹךְ,1,1.54658685774318e-41
277,divided,א֖וֹר,2,4.142354192664089e-43
278,divided,אֱלֹהִ֔ים,1,4.142354192664089e-43
279,divided,אֱלֹהִ֛ים,1,4.142354192664089e-43
280,divided,אֱלֹהִים֮,1,4.142354192664089e-43
281,divided,אֲשֶׁ֖ר,1,4.142354192664089e-43
282,divided,אֲשֶׁר֙,1,2.3775972047277766e-41
283,divided,אֶת,2,4.05784568117692e-42
284,divided,בֵ֣ין,1,2.3775972047277766e-41
285,divided,בֵ֥ין,1,4.142354192664089e-43
286,divided,בֵּ֤ין,1,2.3775972047277766e-41
287,divided,בֵּ֥ין,1,4.142354192664089e-43
288,divided,הַ,3,4.142354192664089e-43
289,divided,הָ,3,0.19779536771005066
290,divided,וַ,4,2.3019182899659922e-38
291,divided,וּ,2,4.142354192664089e-43
292,divided,וַֽ,1,2.3775972047277766e-41
293,divided,חֹֽשֶׁךְ,1,4.142354192664089e-43
294,divided,ט֑וֹב,1,1.31166966052278e-40
295,divided,יְהִי,1,4.142354192664089e-43
296,divided,יַּ֣עַשׂ,1,2.3775972047277766e-41
297,divided,יַּ֧רְא,1,1.31166966052278e-40
298,divided,יַּבְדֵּ֗ל,1,2.3775972047277766e-41
299,divided,יַּבְדֵּ֣ל,1,4.142354192664089e-43
300,divided,כֵֽן,1,4.142354192664089e-43
301,divided,כִּי,1,4.246410551613067e-41
302,divided,לָ,2,4.142354192664089e-43
303,divided,מִ,1,4.142354192664089e-43
304,divided,מֵ,1,4.142354192664089e-43
305,divided,מַּ֔יִם,1,2.3775972047277766e-41
306,divided,מַּ֨יִם֙,1,2.3775972047277766e-41
307,divided,עַ֣ל,1,2.3775972047277766e-41
308,divided,רָקִ֑יעַ,1,2.3775972047277766e-41
309,divided,רָקִ֔יעַ,1,2.3775972047277766e-41
310,divided,רָקִיעַ֒,1,2.3775972047277766e-41
311,divided,תַּ֣חַת,1,2.3775972047277766e-41
312,earth,אֱלֹהִ֑ים,1,3.393792938846779e-44
313,earth,אֱלֹהִ֔ים,1,9.976377163399024e-45
314,earth,אֵ֥ת,2,2.289531264794399e-44
315,earth,אָ֗רֶץ,1,3.043870885438827e-44
316,earth,אָֽרֶץ,1,0.8924481870219796
317,earth,בֹ֔הוּ,1,1.54658685774318e-41
318,earth,בְּ,1,1.2318713270959249e-44
319,earth,בָּרָ֣א,1,3.3391815131329693e-44
320,earth,הַ,2,9.976377163399024e-45
321,earth,הָ,2,0.43239037579101086
322,earth,הָיְתָ֥ה,1,2.9252630004086394e-44
323,earth,וְ,4,9.976377163399024e-45
324,earth,וָ,1,4.2218047679416803e-44
325,earth,חֹ֖שֶׁךְ,1,1.3613895764877286e-44
326,earth,מְרַחֶ֖פֶת,1,2.9861068259482045e-44
327,earth,מָּֽיִם,1,1.4319393033668845e-41
328,earth,עַל,2,9.976377163399024e-45
329,earth,פְּנֵ֣י,1,2.6585402373086186e-42
330,earth,פְּנֵ֥י,1,6.2784778681740855e-43
331,earth,ר֣וּחַ,1,2.9519073578363925e-44
332,earth,רֵאשִׁ֖ית,1,1.8825533244722236e-43
333,earth,שָּׁמַ֖יִם,1,3.651292540519978e-44
334,earth,תְה֑וֹם,1,5.234868400458891e-44
335,earth,תֹ֨הוּ֙,1,1.9112562882140816e-43
336,evening,אֱלֹהִ֤ים,1,1.0567423669414827e-41
337,evening,אֶחָֽד,1,1.0567423669414827e-41
338,evening,אוֹר֙,1,1.0567423669414827e-41
339,evening,בֹ֖קֶר,1,2.2667616281447932e-41
340,evening,וְ,1,1.0567423669414827e-41
341,evening,וַ,1,1.0567423669414827e-41
342,evening,וַֽ,2,0.09242477963043186
343,evening,חֹ֖שֶׁךְ,1,1.0567423669414827e-41
344,evening,י֔וֹם,1,6.813989382420939e-41
345,evening,י֥וֹם,1,1.0567423669414827e-41
346,evening,יְהִי,2,0.005407881597799522
347,evening,יִּקְרָ֨א,1,1.0567423669414827e-41
348,evening,לַ,1,1.0567423669414827e-41
349,evening,לָ,1,1.0567423669414827e-41
350,evening,לָ֑יְלָה,1,1.0567423669414827e-41
351,evening,עֶ֥רֶב,1,1.0567423669414827e-41
352,evening,קָ֣רָא,1,1.0567423669414827e-41
353,face,אֱלֹהִ֔ים,1,1.837393050883482e-44
354,face,אָ֗רֶץ,1,3.043870885438827e-44
355,face,בֹ֔הוּ,1,1.54658685774318e-41
356,face,הַ,1,1.837393050883482e-44
357,face,הָ,1,1.837393050883482e-44
358,face,הָיְתָ֥ה,1,2.9252630004086394e-44
359,face,וְ,3,1.837393050883482e-44
360,face,וָ,1,4.2218047679416803e-44
361,face,חֹ֖שֶׁךְ,1,1.837393050883482e-44
362,face,מְרַחֶ֖פֶת,1,2.9861068259482045e-44
363,face,מָּֽיִם,1,1.4319393033668845e-41
364,face,עַל,2,0.8655007331484212
365,face,פְּנֵ֣י,1,2.6585402373086186e-42
366,face,פְּנֵ֥י,1,6.2784778681740855e-43
367,face,ר֣וּחַ,1,2.9519073578363925e-44
368,face,תְה֑וֹם,1,5.234868400458891e-44
369,face,תֹ֨הוּ֙,1,1.9112562882140816e-43
370,firmament,אֱלֹהִ֔ים,1,1.0850964664653204e-44
371,firmament,אֱלֹהִים֮,1,3.0258102895763997e-44
372,firmament,אֲשֶׁ֖ר,1,1.1884242813071151e-43
373,firmament,אֲשֶׁר֙,1,2.3775972047277766e-41
374,firmament,אֶת,1,4.05784568117692e-42
375,firmament,בֵ֣ין,1,2.3775972047277766e-41
376,firmament,בְּ,1,1.2318713270959249e-44
377,firmament,בֵּ֤ין,1,2.3775972047277766e-41
378,firmament,בֵּ֥ין,1,1.407551598604343e-44
379,firmament,הַ,3,0.06629494411822281
380,firmament,הָ,1,1.0850964664653204e-44
381,firmament,וִ,1,1.5465797087194255e-41
382,firmament,וַ,3,1.0850964664653204e-44
383,firmament,וּ,1,1.3730474110517192e-44
384,firmament,וַֽ,1,2.3775972047277766e-41
385,firmament,יְהִ֥י,1,1.2607864197647514e-44
386,firmament,יְהִי,1,1.0850964664653204e-44
387,firmament,יַּ֣עַשׂ,1,2.3775972047277766e-41
388,firmament,יַּבְדֵּ֗ל,1,2.3775972047277766e-41
389,firmament,יֹּ֣אמֶר,1,1.3187264993569695e-44
390,firmament,יהִ֣י,1,2.713971668412661e-44
391,firmament,כֵֽן,1,3.0258102895763997e-44
392,firmament,לָ,3,0.20458897959381658
393,firmament,מִ,1,3.0258102895763997e-44
394,firmament,מֵ,1,6.34083226410069e-44
395,firmament,מַ֖יִם,1,2.0698147520202409e-44
396,firmament,מַבְדִּ֔יל,1,1.8598580385154085e-44
397,firmament,מָֽיִם,1,2.3124820782251247e-44
398,firmament,מַּ֔יִם,1,2.3775972047277766e-41
399,firmament,מַּ֨יִם֙,1,2.3775972047277766e-41
400,firmament,מָּ֑יִם,1,1.5402794977810165e-41
401,firmament,עַ֣ל,1,0.28931117526312616
402,firmament,רָקִ֑יעַ,1,0.2916885066951606
403,firmament,רָקִ֔יעַ,1,2.3775972047277766e-41
404,firmament,רָקִ֖יעַ,1,2.98561390540376e-44
405,firmament,רָקִיעַ֒,1,2.3775972047277766e-41
406,firmament,ת֣וֹךְ,1,2.98561390540376e-44
407,firmament,תַּ֣חַת,1,2.3775972047277766e-41
408,first,אֱלֹהִ֤ים,1,2.9463858593657145e-44
409,first,אֶחָֽד,1,3.283230892199889e-44
410,first,אוֹר֙,1,3.1116331544814205e-44
411,first,בֹ֖קֶר,1,2.2667616281447932e-41
412,first,וְ,1,2.9463858593657145e-44
413,first,וַ,1,2.9463858593657145e-44
414,first,וַֽ,2,2.9463858593657145e-44
415,first,חֹ֖שֶׁךְ,1,2.9463858593657145e-44
416,first,י֔וֹם,1,6.813989382420939e-41
417,first,י֥וֹם,1,0.8358453827944569
418,first,יְהִי,2,2.9463858593657145e-44
419,first,יִּקְרָ֨א,1,4.2841006850103075e-44
420,first,לַ,1,3.10946135119109e-44
421,first,לָ,1,2.9463858593657145e-44
422,first,לָ֑יְלָה,1,5.242166231718313e-43
423,first,עֶ֥רֶב,1,2.9463858593657145e-44
424,first,קָ֣רָא,1,4.2380535334975654e-44
425,form,אֱלֹהִ֔ים,1,1.0567423669414827e-41
426,form,אָ֗רֶץ,1,1.0567423669414827e-41
427,form,בֹ֔הוּ,1,1.54658685774318e-41
428,form,הַ,1,1.0567423669414827e-41
429,form,הָ,1,1.0567423669414827e-41
430,form,הָיְתָ֥ה,1,0.7863499906688469
431,form,וְ,3,1.0567423669414826e-41
432,form,וָ,1,1.0567423669414827e-41
433,form,חֹ֖שֶׁךְ,1,1.0567423669414827e-41
434,form,מְרַחֶ֖פֶת,1,1.0567423669414827e-41
435,form,מָּֽיִם,1,1.4319393033668845e-41
436,form,עַל,2,1.0567423669414827e-41
437,form,פְּנֵ֣י,1,1.0567423669414827e-41
438,form,פְּנֵ֥י,1,1.0567423669414827e-41
439,form,ר֣וּחַ,1,1.0567423669414827e-41
440,form,תְה֑וֹם,1,1.0567423669414827e-41
441,form,תֹ֨הוּ֙,1,1.0567423669414827e-41
442,from,א֖וֹר,2,7.523583353194511e-45
443,from,אֱלֹהִ֔ים,2,9.934849821556674e-45
444,from,אֱלֹהִ֛ים,1,3.235455276295149e-44
445,from,אֱלֹהִים֮,1,3.0258102895763997e-44
446,from,אֲשֶׁ֖ר,1,1.1884242813071151e-43
447,from,אֲשֶׁר֙,1,2.3775972047277766e-41
448,from,אֶת,2,4.05784568117692e-42
449,from,בֵ֣ין,1,2.3775972047277766e-41
450,from,בֵ֥ין,1,0.6993078572293644
451,from,בְּ,1,1.2318713270959249e-44
452,from,בֵּ֤ין,1,2.3775972047277766e-41
453,from,בֵּ֥ין,2,6.38022566386942e-44
454,from,הַ,4,7.523583353194511e-45
455,from,הָ,3,7.52358335319451e-45
456,from,וִ,1,1.5465797087194255e-41
457,from,וַ,5,7.523583353194511e-45
458,from,וּ,2,0.5130599123733357
459,from,וַֽ,1,2.3775972047277766e-41
460,from,חֹֽשֶׁךְ,1,3.152852512750284e-44
461,from,ט֑וֹב,1,1.31166966052278e-40
462,from,יְהִ֥י,1,1.2607864197647514e-44
463,from,יְהִי,1,7.523583353194511e-45
464,from,יַּ֣עַשׂ,1,2.3775972047277766e-41
465,from,יַּ֧רְא,1,1.31166966052278e-40
466,from,יַּבְדֵּ֗ל,1,2.3775972047277766e-41
467,from,יַּבְדֵּ֣ל,1,3.1528524024911797e-44
468,from,יֹּ֣אמֶר,1,1.3187264993569695e-44
469,from,יהִ֣י,1,2.713971668412661e-44
470,from,כֵֽן,1,3.0258102895763997e-44
471,from,כִּי,1,4.246410551613067e-41
472,from,לָ,3,0.12254450808327118
473,from,מִ,1,3.0258102895763997e-44
474,from,מֵ,1,6.34083226410069e-44
475,from,מַ֖יִם,1,2.0698147520202409e-44
476,from,מַבְדִּ֔יל,1,1.8598580385154085e-44
477,from,מָֽיִם,1,2.3124820782251247e-44
478,from,מַּ֔יִם,1,2.3775972047277766e-41
479,from,מַּ֨יִם֙,1,2.3775972047277766e-41
480,from,מָּ֑יִם,1,1.5402794977810165e-41
481,from,עַ֣ל,1,2.3775972047277766e-41
482,from,רָקִ֑יעַ,1,2.3775972047277766e-41
483,from,רָקִ֔יעַ,1,2.3775972047277766e-41
484,from,רָקִ֖יעַ,1,2.98561390540376e-44
485,from,רָקִיעַ֒,1,2.3775972047277766e-41
486,from,ת֣וֹךְ,1,2.98561390540376e-44
487,from,תַּ֣חַת,1,2.3775972047277766e-41
488,god,א֑וֹר,1,1.787514977507149e-44
489,god,א֖וֹר,2,7.262354937718302e-45
490,god,אֱלֹהִ֑ים,1,0.8959781619408235
491,god,אֱלֹהִ֔ים,3,0.8285411507311045
492,god,אֱלֹהִ֖ים,1,3.3389206183613003e-44
493,god,אֱלֹהִ֛ים,1,3.235455276295149e-44
494,god,אֱלֹהִ֤ים,1,2.4270618182763144e-44
495,god,אֱלֹהִים֮,1,3.0258102895763997e-44
496,god,אֲשֶׁ֖ר,1,1.1884242813071151e-43
497,god,אֲשֶׁר֙,1,2.3775972047277766e-41
498,god,אֵ֥ת,2,2.2896404584366384e-44
499,god,אֶחָֽד,1,3.107146830481551e-44
500,god,אֶת,2,4.05784568117692e-42
501,god,אָ֗רֶץ,1,3.043870885438827e-44
502,god,אָֽרֶץ,1,3.5267629867631075e-44
503,god,אֽוֹר,1,2.8004451413449575e-44
504,god,אוֹר֙,1,3.1116331544814205e-44
505,god,בֵ֣ין,1,2.3775972047277766e-41
506,god,בֵ֥ין,1,7.195842085384534e-44
507,god,בֹ֔הוּ,1,1.54658685774318e-41
508,god,בֹ֖קֶר,1,2.2667616281447932e-41
509,god,בְּ,2,1.2318713270959249e-44
510,god,בֵּ֤ין,1,2.3775972047277766e-41
511,god,בֵּ֥ין,2,1.407551598604343e-44
512,god,בָּרָ֣א,1,3.3391815131329693e-44
513,god,הַ,6,2.4274206584404642e-45
514,god,הָ,5,2.7372279993742843e-45
