vref,total_score
MAT 7:18,0.4195336306640625
MAT 7:19,0.47238352565696023
MAT 7:20,0.3105388632486979
MAT 7:21,0.50385572578125
MAT 7:22,0.4898388752297794
MAT 7:23,0.43059390361676897
MAT 7:24,0.4442217009711371
MAT 7:25,0.4419303160436293
MAT 7:26,0.4300653157348633
MAT 7:27,0.41990106347656253
MAT 7:28,0.4051377152944712
MAT 7:29,0.49986153870738637
MAT 8:1,0.4998173763020833
MAT 8:2,0.4449778092698317
MAT 8:3,0.5063360529119318
MAT 8:4,0.45004388665450246
MAT 8:5,0.4552698928222656
MAT 8:6,0.44291516097005207
MAT 8:7,0.4991511328125
MAT 8:8,0.4025848274972098
MAT 8:9,0.4285686365978422
MAT 8:10,0.5084904816750919
MAT 8:11,0.5643293854337993
MAT 8:12,0.5279093359375
MAT 8:13,0.44542067674479163
MAT 8:14,0.43062589567057286
MAT 8:15,0.48289555642361115
MAT 8:16,0.48764592864990236
MAT 8:17,0.46179650703125
MAT 8:18,0.4258521195845171
MAT 8:19,0.45301867761230463
MAT 8:20,0.512426850402832
MAT 8:21,0.5323973169642857
MAT 8:22,0.556436
MAT 8:23,0.5332709228515625
MAT 8:24,0.4125971171508789
MAT 8:25,0.5166097799072266
MAT 8:26,0.469885313873291
MAT 8:27,0.4743278836146763
MAT 8:28,0.3956460182240804
MAT 8:29,0.485723680859375
MAT 8:30,0.41413695845540366
MAT 8:31,0.4857412494365985
MAT 8:32,0.4427690117675781
MAT 8:33,0.43860954492187504
MAT 8:34,0.4504572281575521
MAT 9:1,0.5361325078125
MAT 9:2,0.4950436906020221
MAT 9:3,0.45663364401855466
MAT 9:4,0.46163886481584815
MAT 9:5,0.4434544021935096
MAT 9:6,0.4784830130411784
MAT 9:7,0.39022585832868295
MAT 9:8,0.5341585148925782
MAT 9:9,0.5201674402618408
MAT 9:10,0.5438869533854167
MAT 9:11,0.5372381670572917
MAT 9:12,0.4663566953125
MAT 9:13,0.4588646918334961
MAT 9:14,0.5173801761474609
MAT 9:15,0.4213167551163383
MAT 9:16,0.4495551331453022
MAT 9:17,0.4232250689941406
MAT 9:18,0.3650496204568614
MAT 9:19,0.5578063950892858
MAT 9:20,0.4998956717998798
MAT 9:21,0.3837113252618963
MAT 9:22,0.4582870021369485
MAT 9:23,0.528400812389027
MAT 9:24,0.5387705920410156
MAT 9:25,0.4918591236979166
MAT 9:26,0.3194252400173611
MAT 9:27,0.510016523803711
MAT 9:28,0.49372255653211805
MAT 9:29,0.47664303046875
MAT 9:30,0.4558549286221591
MAT 9:31,0.4248900698784722
MAT 9:32,0.37884760142299106
MAT 9:33,0.45713762792968754
MAT 9:34,0.4600149697265625
MAT 9:35,0.5085736162109376
MAT 9:36,0.37105548833869484
MAT 9:37,0.4728303586203835
MAT 9:38,0.4688653994140625
MAT 10:1,0.49483450805664064
MAT 10:2,0.5857313767361111
MAT 10:3,0.709316925
MAT 10:4,0.65291990234375
MAT 10:5,0.5110754188878676
MAT 10:6,0.5231136362847223
MAT 10:7,0.409048339952257
MAT 10:8,0.4878471803977273
MAT 10:9,0.3896255080859375
MAT 10:10,0.3930267983268229
MAT 10:11,0.345052557047526
MAT 10:12,0.3600449946986607
MAT 10:13,0.33758677200622556
MAT 10:14,0.44270818837376646
MAT 10:15,0.5434429877929687
MAT 10:16,0.4884783069852942
MAT 10:17,0.44268878574218745
MAT 10:18,0.43468395207331734
MAT 10:19,0.45156057327270505
MAT 10:20,0.554288159375
MAT 10:21,0.4351133189378004
MAT 10:22,0.4239770448893229
MAT 10:23,0.4572016953014027
MAT 10:24,0.4230960599459135
MAT 10:25,0.4123780639880952
MAT 10:26,0.3853051917061942
MAT 10:27,0.4751507370954241
MAT 10:28,0.5006908794084821
MAT 10:29,0.45386116773897056
MAT 10:30,0.4871550855034722
MAT 10:31,0.48466301339285717
MAT 10:32,0.5089805030048077
MAT 10:33,0.48426437770432695
MAT 10:34,0.4608109434204102
MAT 10:35,0.5065200796274039
MAT 10:36,0.43788469986979167
MAT 10:37,0.5296824869290865
MAT 10:38,0.4605859580078125
MAT 10:39,0.48529504882812496
MAT 10:40,0.525597724609375
MAT 10:41,0.48287137065972224
MAT 10:42,0.44235750079900565
MAT 11:1,0.4372408897399902
MAT 11:2,0.48258122737884523
MAT 11:3,0.4065868672688802
MAT 11:4,0.5199637571614583
MAT 11:5,0.5883918581730769
MAT 11:6,0.3635228858506945
MAT 11:7,0.5026115081208882
MAT 11:8,0.4020799534098307
MAT 11:9,0.49944398964843745
MAT 11:10,0.4573869926147461
MAT 11:11,0.46924333355034725
MAT 11:12,0.49578153072916664
MAT 11:13,0.6290101640625
MAT 11:14,0.444553541015625
MAT 11:15,0.477520595703125
MAT 11:16,0.444610029309082
MAT 11:17,0.568476869140625
MAT 11:18,0.43317811757812497
MAT 11:19,0.5055480060238486
MAT 11:20,0.462634211202567
MAT 11:21,0.5443356976453992
MAT 11:22,0.5377637086588541
MAT 11:23,0.46084740385742184
MAT 11:24,0.48856563248697915
MAT 11:25,0.49810898692255434
MAT 11:26,0.4144479125434028
MAT 11:27,0.461676252875434
MAT 11:28,0.45338084117542615
MAT 11:29,0.4778053701746323
MAT 11:30,0.4429519474826389
MAT 12:1,0.48802255078125
MAT 12:2,0.47505133004940253
MAT 12:3,0.5002604135742188
MAT 12:4,0.46239245279947916
MAT 12:5,0.5210629279785156
MAT 12:6,0.5050699657118056
MAT 12:7,0.42877596728515627
MAT 12:8,0.5430296584821429
MAT 12:9,0.37646270384216307
MAT 12:10,0.4391531184210526
MAT 12:11,0.3688534231912364
MAT 12:12,0.4457259169921875
MAT 12:13,0.516992779296875
MAT 12:14,0.43561838417968757
MAT 12:15,0.5322735846354166
MAT 12:16,0.35474843443080356
MAT 12:17,0.4897066661376953
MAT 12:18,0.48677886284466915
MAT 12:19,0.5073041282848011
MAT 12:20,0.4128794538584391
MAT 12:21,0.5569683723958333
MAT 12:22,0.5128893676757812
MAT 12:23,0.5047923556463068
MAT 12:24,0.455513937840053
MAT 12:25,0.48182135986328123
MAT 12:26,0.4667792493990385
MAT 12:27,0.40921508935546874
MAT 12:28,0.47012712876674106
MAT 12:29,0.4466647566303454
MAT 12:30,0.4743233181423611
MAT 12:31,0.43565169241768975
MAT 12:32,0.44140268563988094
MAT 12:33,0.44743380659993487
MAT 12:34,0.47592046632603235
MAT 12:35,0.5107112954101563
MAT 12:36,0.38137924678548174
MAT 12:37,0.4486801677246094
MAT 12:38,0.52911065078125
MAT 12:39,0.48125566251148894
MAT 12:40,0.4880189591333726
MAT 12:41,0.44053613115234375
MAT 12:42,0.5061877801460597
MAT 12:43,0.4779007045266544
MAT 12:44,0.3921380362792969
MAT 12:45,0.4670034225260416
MAT 12:46,0.5697736842447917
MAT 12:47,0.5196434077845982
MAT 12:48,0.526261885653409
MAT 12:49,0.5145706121826171
MAT 12:50,0.4854482141113281
MAT 13:1,0.46702041933593746
MAT 13:2,0.4844803540039062
MAT 13:3,0.5465291129261364
MAT 13:4,0.4113900565655048
MAT 13:5,0.46053475838694846
MAT 13:6,0.43132004705255683
MAT 13:7,0.44591393828125003
MAT 13:8,0.42828352583414714
MAT 13:9,0.48331059570312507
MAT 13:10,0.5246681404474431
MAT 13:11,0.4663292684044471
MAT 13:12,0.4490779378255208
MAT 13:13,0.4300385303485577
MAT 13:14,0.40111878463309153
MAT 13:15,0.4813477253289473
MAT 13:16,0.5155091789062499
MAT 13:17,0.4779855697916667
MAT 13:18,0.47238157404581704
MAT 13:19,0.4813175069901316
MAT 13:20,0.4771049106119792
MAT 13:21,0.4440433400607639
MAT 13:22,0.42722995353860294
MAT 13:23,0.4183650076904297
MAT 13:24,0.5033559548014322
MAT 13:25,0.44611932311197916
MAT 13:26,0.38122357282049
MAT 13:27,0.41334952874201
MAT 13:28,0.38142147314453123
MAT 13:29,0.39736522574869787
MAT 13:30,0.49924192890625
MAT 13:31,0.4968803707546658
MAT 13:32,0.40381215426715356
MAT 13:33,0.5128265403645833
MAT 13:34,0.5357813166097005
MAT 13:35,0.4683991536865234
MAT 13:36,0.5006752757352941
MAT 13:37,0.43805336171875
MAT 13:38,0.5141970935872396
MAT 13:39,0.5020723468424478
MAT 13:40,0.4320605255408653
MAT 13:41,0.5080927852739607
MAT 13:42,0.5471410338541667
MAT 13:43,0.5470297692307693
MAT 13:44,0.4638864073375355
MAT 13:45,0.5535290727929687
MAT 13:46,0.3911541675180289
MAT 13:47,0.52319813046875
MAT 13:48,0.44319735638786767
MAT 13:49,0.4138842979311262
MAT 13:50,0.5471410338541667
MAT 13:51,0.56898341796875
MAT 13:52,0.41648770232599425
MAT 13:53,0.41177871796874993
MAT 13:54,0.4946521213378906
MAT 13:55,0.5896623989257812
MAT 13:56,0.4146986376953125
MAT 13:57,0.4735081085205078
MAT 13:58,0.5122015171875
MAT 14:1,0.528210779513889
MAT 14:2,0.5069533395263672
MAT 14:3,0.5491236512145996
MAT 14:4,0.4752505494791666
MAT 14:5,0.4288575641867898
MAT 14:6,0.4766507796223958
MAT 14:7,0.3477437072211371
MAT 14:8,0.5272095920572917
MAT 14:9,0.466573890625
MAT 14:10,0.6086602566964286
MAT 14:11,0.5745753751953125
MAT 14:12,0.47648610582386364
MAT 14:13,0.4634700479980468
MAT 14:14,0.4579417879305753
MAT 14:15,0.453321944921875
MAT 14:16,0.48263653580729166
MAT 14:17,0.4441296914672851
MAT 14:18,0.44507051060267855
MAT 14:19,0.45904161662597653
MAT 14:20,0.4920957353515625
MAT 14:21,0.36340212499999996
MAT 14:22,0.44568776476236976
MAT 14:23,0.3894982236938477
MAT 14:24,0.39733402520751954
MAT 14:25,0.5075313435724432
MAT 14:26,0.4480949018382353
MAT 14:27,0.4666381263020833
MAT 14:28,0.46495557421875
MAT 14:29,0.4476004207101004
MAT 14:30,0.4966186727764423
MAT 14:31,0.40537543136160714
MAT 14:32,0.42076071069335935
MAT 14:33,0.4905983257279829
MAT 14:34,0.41749283886718747
MAT 14:35,0.43484513450520834
MAT 14:36,0.4275026457907937
MAT 15:1,0.54933727109375
MAT 15:2,0.537217035546875
MAT 15:3,0.5464736875
MAT 15:4,0.5281496616007487
MAT 15:5,0.3734598371102469
MAT 15:6,0.5618851752604167
MAT 15:7,0.5104904040876116
MAT 15:8,0.4643915455729167
MAT 15:9,0.41939380322265624
MAT 15:10,0.5510401088867187
MAT 15:11,0.5049606249999999
MAT 15:12,0.5073974477945964
MAT 15:13,0.4985118683894231
MAT 15:14,0.39437100447591145
MAT 15:15,0.46650003298611115
MAT 15:16,0.36343604296875
MAT 15:17,0.46646200138972355
MAT 15:18,0.47359183763427737
MAT 15:19,0.4143319636441744
MAT 15:20,0.5741604062500001
MAT 15:21,0.5484646318359375
MAT 15:22,0.5049950479029605
MAT 15:23,0.43374717449760436
MAT 15:24,0.4468150840594952
MAT 15:25,0.46886606141493054
MAT 15:26,0.4611903372145433
MAT 15:27,0.42542681485421313
MAT 15:28,0.42606624757324224
MAT 15:29,0.4559250787527902
MAT 15:30,0.4454110153299967
MAT 15:31,0.5678672937011718
MAT 15:32,0.42251173858432106
MAT 15:33,0.4320226120256696
MAT 15:34,0.4799947018229167
MAT 15:35,0.46695316127232145
MAT 15:36,0.48939563574218753
MAT 15:37,0.46185404208096587
MAT 15:38,0.38193959453125
MAT 15:39,0.554420728515625
MAT 16:1,0.5234801878255207
MAT 16:2,0.4545619462002841
MAT 16:3,0.39370665434027774
MAT 16:4,0.49180116263020834
MAT 16:5,0.4868843849826389
MAT 16:6,0.5110838255208333
MAT 16:7,0.4003679296875
MAT 16:8,0.4336759758649554
MAT 16:9,0.44526495003255206
MAT 16:10,0.45398282052951383
MAT 16:11,0.524654307434082
MAT 16:12,0.5387192432942708
MAT 16:13,0.46390261616516115
MAT 16:14,0.5396655033052885
MAT 16:15,0.4146936568080357
MAT 16:16,0.575727149983724
MAT 16:17,0.5373877459161931
MAT 16:18,0.49274012265625
MAT 16:19,0.5137274095052083
MAT 16:20,0.4577854098011363
MAT 16:21,0.5091917298075358
MAT 16:22,0.4543917957682292
MAT 16:23,0.42415136138556986
MAT 16:24,0.507923224609375
MAT 16:25,0.42165409877232135
MAT 16:26,0.4907962229003906
MAT 16:27,0.5017349892578125
MAT 16:28,0.48074468512228263
MAT 17:1,0.492895366265191
MAT 17:2,0.5386508490513393
MAT 17:3,0.5962282020089286
MAT 17:4,0.5089996166294642
MAT 17:5,0.4939787941124325
MAT 17:6,0.4561456884765625
MAT 17:7,0.4881995
MAT 17:8,0.43841472478693183
MAT 17:9,0.4796021555606617
MAT 17:10,0.56268655078125
MAT 17:11,0.46624940593749997
MAT 17:12,0.4526395509935462
MAT 17:13,0.480094353515625
MAT 17:14,0.46221972222222224
MAT 17:15,0.5146984071116727
MAT 17:16,0.4756319665527344
MAT 17:17,0.4187924234619141
MAT 17:18,0.4661097728922526
MAT 17:19,0.44259033619791666
MAT 17:20,0.4410773827311198
MAT 17:22,0.5157279187883649
MAT 17:23,0.5539768055555556
MAT 17:24,0.4453133175201416
MAT 17:25,0.48537248283585255
MAT 17:26,0.39718178857421876
MAT 17:27,0.4546172523099459
MAT 18:1,0.4809085491768973
MAT 18:2,0.3808761139090402
MAT 18:3,0.5085013405761719
MAT 18:4,0.5285989857271635
MAT 18:5,0.4457282049893466
MAT 18:6,0.42264462928771973
MAT 18:7,0.4717827648844401
MAT 18:8,0.5071410894775391
MAT 18:9,0.4327439147716704
MAT 18:10,0.470516967750186
MAT 18:12,0.4426398780910326
MAT 18:13,0.4007371397264268
MAT 18:14,0.4552704824544271
MAT 18:15,0.3587025896998814
MAT 18:16,0.41420483827611015
MAT 18:17,0.4579715049579327
MAT 18:18,0.4888729175502232
MAT 18:19,0.41729384931640623
MAT 18:20,0.4668651825520833
MAT 18:21,0.430542629699707
MAT 18:22,0.4641667068536932
MAT 18:23,0.4541393408881293
MAT 18:24,0.3181502943657769
MAT 18:25,0.4627651819196429
MAT 18:26,0.429003214039522
MAT 18:27,0.4608919184570312
MAT 18:28,0.36583554731949514
MAT 18:29,0.4269820178786058
MAT 18:30,0.38654882338773283
MAT 18:31,0.4323069840959821
MAT 18:32,0.4378433579583419
MAT 18:33,0.39901812619357635
MAT 18:34,0.5131991142578125
MAT 18:35,0.47336399780273436
MAT 19:1,0.5152458252527574
MAT 19:2,0.5496471177455357
MAT 19:3,0.42238518029067096
MAT 19:4,0.4771727071614583
MAT 19:5,0.4768032780330882
MAT 19:6,0.44041744622395834
MAT 19:7,0.46345580951704546
MAT 19:8,0.43670812097886025
MAT 19:9,0.37839982763097424
MAT 19:10,0.44738177472795754
MAT 19:11,0.484122860546875
MAT 19:12,0.43620589379394525
MAT 19:13,0.46545012484975956
MAT 19:14,0.47948521278211803
MAT 19:15,0.32152368791852676
MAT 19:16,0.42262460276140484
MAT 19:17,0.4980309900173611
MAT 19:18,0.4384619173990885
MAT 19:19,0.55110131015625
MAT 19:20,0.5086486253906249
MAT 19:21,0.49162102223899146
MAT 19:22,0.44010992293294265
MAT 19:23,0.5041456216145833
MAT 19:24,0.5094481133386948
MAT 19:25,0.44683849085582383
MAT 19:26,0.46143797223772326
MAT 19:27,0.45239743243408204
MAT 19:28,0.522915797578125
MAT 19:29,0.5019999274553572
MAT 19:30,0.5771455989583333
MAT 20:1,0.4372164465762868
MAT 20:2,0.47715582218424474
MAT 20:3,0.58317027734375
MAT 20:4,0.45565296499399033
MAT 20:5,0.4728160315755208
MAT 20:6,0.49940004370117186
MAT 20:7,0.4822061307373047
MAT 20:8,0.43799574167351973
MAT 20:9,0.45105867187500004
MAT 20:10,0.42598690624999996
MAT 20:11,0.3974851972452799
MAT 20:12,0.5039655060872396
MAT 20:13,0.44772567466517854
MAT 20:14,0.49286102408854165
MAT 20:15,0.3624857504317434
MAT 20:16,0.53420690234375
MAT 20:17,0.42509854467773434
MAT 20:18,0.5659323914620537
MAT 20:19,0.5218093896484375
MAT 20:20,0.44276613635441703
MAT 20:21,0.458962738671875
MAT 20:22,0.46689126977539064
MAT 20:23,0.46028619420855976
MAT 20:24,0.592628083190918
MAT 20:25,0.4922417743181501
MAT 20:26,0.4270803644205729
MAT 20:27,0.47765261702473955
MAT 20:28,0.48656937877604167
MAT 20:29,0.4282187710266113
MAT 20:30,0.5008951413445724
MAT 20:31,0.4512973279622396
MAT 20:32,0.4769553647017046
MAT 20:33,0.4980922470703125
MAT 20:34,0.5037722336647726
MAT 21:1,0.5921756993408204
MAT 21:2,0.5157502612847222
MAT 21:3,0.4329340247395833
MAT 21:4,0.45267842636718747
MAT 21:5,0.48782492138671874
MAT 21:6,0.45679098531494144
MAT 21:7,0.4676531740056818
MAT 21:8,0.41690028352864583
MAT 21:9,0.535934101779514
MAT 21:10,0.43675367485515887
MAT 21:11,0.5478423458806818
MAT 21:12,0.49683195935058594
MAT 21:13,0.5020135986328125
MAT 21:14,0.5958848671875
MAT 21:15,0.4992791520046657
MAT 21:16,0.4701207662417763
MAT 21:17,0.49081865269886366
MAT 21:18,0.4453321552821568
MAT 21:19,0.39324245979817707
MAT 21:20,0.5129940232421875
MAT 21:21,0.4911342893360279
MAT 21:22,0.44398933691406245
MAT 21:23,0.4746925396484375
MAT 21:24,0.3797621190917969
MAT 21:25,0.45014606547214675
MAT 21:26,0.45326099358258926
MAT 21:27,0.4494011636029412
MAT 21:28,0.5020759005055146
MAT 21:29,0.3703308203125
MAT 21:30,0.36643074027506506
MAT 21:31,0.47945687872023807
MAT 21:32,0.5067125223632812
MAT 21:33,0.4577778807849702
MAT 21:34,0.45443073749999996
MAT 21:35,0.39771619314778645
MAT 21:36,0.45617328445870536
MAT 21:37,0.47087733125
MAT 21:38,0.5102527751608456
MAT 21:39,0.5428672973632813
MAT 21:40,0.48801907773437503
MAT 21:41,0.3757304808654785
MAT 21:42,0.5025432502593994
MAT 21:43,0.39675052108764647
MAT 21:44,0.45845624751790365
MAT 21:45,0.49685160928622163
MAT 21:46,0.39031859224076704
MAT 22:1,0.44702671440972214
MAT 22:2,0.49947736576149676
MAT 22:3,0.45538371463448657
MAT 22:4,0.4553240953209919
MAT 22:5,0.270838050743103
MAT 22:6,0.4746810629882812
MAT 22:7,0.5061720489032452
MAT 22:8,0.4477845977050781
MAT 22:9,0.35916002841045674
MAT 22:10,0.41508257797851555
MAT 22:11,0.4172768925030048
MAT 22:12,0.4141184986746652
MAT 22:13,0.49309788280607525
MAT 22:14,0.4567051339285714
MAT 22:15,0.3962136522549716
MAT 22:16,0.4449805958905901
MAT 22:17,0.5092945415364584
MAT 22:18,0.4405446980424361
MAT 22:19,0.45946443142361115
MAT 22:20,0.489860724609375
MAT 22:21,0.5372390381944444
MAT 22:22,0.49161720703124995
MAT 22:23,0.46286445447716346
MAT 22:24,0.45742996438419115
MAT 22:25,0.4464374857536764
MAT 22:26,0.48922141559709825
MAT 22:27,0.4733142244466146
MAT 22:28,0.46795447998046874
MAT 22:29,0.49441444794170675
MAT 22:30,0.5311327486979166
MAT 22:31,0.526053573852539
MAT 22:32,0.5791038671875
MAT 22:33,0.4496734638671875
MAT 22:34,0.48551013828125
MAT 22:35,0.4049926272321428
MAT 22:36,0.583824130719866
MAT 22:37,0.4701341343470982
MAT 22:38,0.5883482184709822
MAT 22:39,0.5001118862847221
MAT 22:40,0.5218037019809723
MAT 22:41,0.5536224095982142
MAT 22:42,0.5377901669034091
MAT 22:43,0.5736391037326389
MAT 22:44,0.49011886258370535
MAT 22:45,0.5526464895833334
MAT 22:46,0.4328681625
MAT 23:1,0.5966599222412109
MAT 23:2,0.48841007985568574
MAT 23:3,0.41998099781709564
MAT 23:4,0.4312258630208333
MAT 23:5,0.4599218427083333
MAT 23:6,0.4621387757703993
MAT 23:7,0.5725580824652777
MAT 23:8,0.5301517473958334
MAT 23:9,0.4086295765380859
MAT 23:10,0.43097273871527775
MAT 23:11,0.47919758951822916
MAT 23:12,0.4280352848307291
MAT 23:13,0.5260074599866364
MAT 23:15,0.510209501953125
MAT 23:16,0.47865344470977783
MAT 23:17,0.4658466491048177
MAT 23:18,0.4239259895804269
MAT 23:19,0.4317379310112847
MAT 23:20,0.4701435788438585
MAT 23:21,0.46501401702008927
MAT 23:22,0.5302862645141602
MAT 23:23,0.4711793210042317
MAT 23:24,0.5270692025756836
MAT 23:25,0.5374860844184028
MAT 23:26,0.4633962306847205
MAT 23:27,0.5032797335759943
MAT 23:28,0.45636406328125
MAT 23:29,0.570413857421875
MAT 23:30,0.5053076087239583
MAT 23:31,0.47944974479166663
MAT 23:32,0.4717537841796875
MAT 23:33,0.42002496386718746
MAT 23:34,0.446626466907269
MAT 23:35,0.5118918608842329
MAT 23:36,0.5383970010850694
MAT 23:37,0.47813701683407733
MAT 23:38,0.4940571171875
MAT 23:39,0.4773861050091912
MAT 24:1,0.4755395318196614
MAT 24:2,0.43991940516493055
MAT 24:3,0.43121734383491844
MAT 24:4,0.4691254117542613
MAT 24:5,0.4895875653483073
MAT 24:6,0.38755730503216906
MAT 24:7,0.38495753437943886
MAT 24:8,0.5737763593749999
MAT 24:9,0.48007025781249996
MAT 24:10,0.4764340440848214
MAT 24:11,0.474716401171875
MAT 24:12,0.3860547401123047
MAT 24:13,0.4190767892717634
MAT 24:14,0.5100930382080078
MAT 24:15,0.5293645551757813
MAT 24:16,0.5586545145089286
MAT 24:17,0.4242305208333333
MAT 24:18,0.42131617871093746
MAT 24:19,0.5000616308593749
